,scan,network,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
1534,2784,514,"Amino acids, peptides, and analogues",0.7666666666666666,subclass,3.0,Insilico
1535,2785,514,"Amino acids, peptides, and analogues",0.7666666666666666,subclass,3.0,Insilico
1536,2786,212,Alcohols and polyols,1.0,subclass,1.0,Library
1537,2787,212,Alcohols and polyols,1.0,subclass,1.0,Library
1538,2790,46,,,,,
1539,2791,97,Lipids and lipid-like molecules,1.0,superclass,3.0,Library
1540,2792,98,N/A,0.7,superclass,10.0,Library
1541,2798,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
1542,2801,1715,,,,,
1543,2802,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
1544,2804,56,,,,,
1545,2808,241,Organic acids and derivatives,0.6666666666666666,superclass,18.0,Library
1546,2810,97,Lipids and lipid-like molecules,1.0,superclass,3.0,Library
1547,2813,162,Carbonyl compounds,1.1,subclass,2.0,Insilico
1548,2814,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
1549,2815,76,N/A,1.0,subclass,2.0,Library
1550,2817,15,"Amino acids, peptides, and analogues",0.75,subclass,4.0,Library
1551,2821,402,Methoxyphenols,1.0,subclass,1.0,Library
1552,2825,40,,,,,
1553,2826,83,,,,,
1554,2828,152,Lipids and lipid-like molecules,0.6666666666666666,superclass,6.0,Library
1555,2833,1067,Organic acids and derivatives,0.7666666666666666,superclass,3.0,Insilico
1556,2836,1070,,,,,
1557,2838,184,,,,,
1558,2842,46,,,,,
1559,2843,46,,,,,
1560,2844,553,"Amino acids, peptides, and analogues",0.7666666666666666,subclass,6.0,Insilico
1561,2845,46,,,,,
1562,2847,108,,,,,
1563,2848,217,,,,,
1564,2849,696,Fatty Acyls,0.7666666666666666,class,3.0,Insilico
1565,2850,83,,,,,
1566,2858,58,,,,,
1567,2860,778,Carboxylic acids and derivatives,1.1,class,2.0,Insilico
1568,2862,184,,,,,
1569,2864,56,,,,,
1570,2866,1307,Amines,1.0,subclass,1.0,Insilico
1571,2867,576,,,,,
1572,2868,696,Fatty Acyls,0.7666666666666666,class,3.0,Insilico
1573,2871,83,,,,,
1574,2876,186,,,,,
1575,2882,90,Tetraterpenoids,1.0,subclass,2.0,Library
1576,2883,122,Lipids and lipid-like molecules,0.75,superclass,24.0,Library
1577,2888,1450,Dicarboxylic acids and derivatives,0.85,subclass,4.0,Insilico
1578,2889,22,,,,,
1579,2892,276,Benzenoids,0.7666666666666666,superclass,3.0,Insilico
1580,2893,1505,,,,,
1581,2894,921,,,,,
1582,2897,164,Lipids and lipid-like molecules,0.5555555555555556,superclass,9.0,Library
1583,2898,164,Lipids and lipid-like molecules,0.5555555555555556,superclass,9.0,Library
1584,2900,56,,,,,
1585,2901,374,,,,,
1586,2903,157,null,1.0,subclass,1.0,Insilico
1587,2904,249,Phenylpropanes,1.1,subclass,2.0,Insilico
1588,2907,488,Lipids and lipid-like molecules,0.5714285714285714,superclass,7.0,Insilico
1589,2908,367,,,,,
1590,2909,1395,,,,,
1591,2914,76,N/A,1.0,subclass,2.0,Library
1592,2918,76,N/A,1.0,subclass,2.0,Library
1593,2920,252,Lipids and lipid-like molecules,1.1,superclass,5.0,Insilico
1594,2921,44,,,,,
1595,2929,653,,,,,
1596,2930,46,,,,,
1597,2935,70,"Amino acids, peptides, and analogues",0.9,subclass,5.0,Insilico
1598,2936,46,,,,,
1599,2939,814,Lipids and lipid-like molecules,0.7142857142857143,superclass,7.0,Insilico
1600,2941,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
1601,2947,455,Organoheterocyclic compounds,1.1,superclass,2.0,Insilico
1602,2949,442,Fatty acid esters,1.0,subclass,1.0,Library
1603,2950,895,N/A,1.0,subclass,2.0,Library
1604,2951,46,,,,,
1605,2953,1057,,,,,
1606,2960,504,,,,,
1607,2961,83,,,,,
1608,2962,97,Lipids and lipid-like molecules,1.0,superclass,3.0,Library
1609,2966,751,null,1.1,subclass,2.0,Insilico
1610,2967,22,,,,,
1611,2970,186,,,,,
1612,2971,186,,,,,
1613,2972,235,Lipids and lipid-like molecules,0.5714285714285714,superclass,7.0,Insilico
1614,2974,56,,,,,
1615,2975,90,Tetraterpenoids,1.0,subclass,2.0,Library
1616,2977,789,,,,,
1617,2980,206,"Amino acids, peptides, and analogues",1.0,subclass,1.0,Insilico
1618,2982,600,"Amino acids, peptides, and analogues",1.1,subclass,2.0,Insilico
1619,2984,721,,,,,
1620,2985,1075,Dicarboxylic acids and derivatives,0.85,subclass,4.0,Insilico
1621,2987,186,,,,,
1622,2988,186,,,,,
1623,2990,32,,,,,
1624,2993,178,Lipids and lipid-like molecules,0.7111111111111111,superclass,18.0,Insilico
1625,2996,467,Quaternary ammonium salts,1.1,subclass,2.0,Library
1626,2998,44,,,,,
1627,3000,80,Lipids and lipid-like molecules,0.9181818181818182,superclass,11.0,Insilico
1628,3003,644,"Amino acids, peptides, and analogues",1.1,subclass,5.0,Insilico
1629,3005,208,Lipids and lipid-like molecules,1.1,superclass,6.0,Insilico
1630,3006,326,N/A,1.0,subclass,1.0,Library
1631,3007,184,,,,,
1632,3008,46,,,,,
1633,3009,517,,,,,
1634,3010,89,,,,,
1635,3011,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
1636,3014,89,,,,,
1637,3018,32,,,,,
1638,3020,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
1639,3021,100,Lipids and lipid-like molecules,0.6363636363636364,superclass,11.0,Library
1640,3027,1557,Carboxylic acids and derivatives,1.1,class,2.0,Insilico
1641,3029,464,,,,7.0,Insilico
1642,3030,488,Lipids and lipid-like molecules,0.5714285714285714,superclass,7.0,Insilico
1643,3031,179,,,,,
1644,3032,46,,,,,
1645,3034,815,Lipids and lipid-like molecules,0.5714285714285714,superclass,7.0,Insilico
1646,3035,83,,,,,
1647,3036,89,,,,,
1648,3037,56,,,,,
1649,3038,63,Fatty acid esters,1.0,subclass,1.0,Library
1650,3040,347,Carboxylic acids and derivatives,1.1,class,8.0,Insilico
1651,3043,89,,,,,
1652,3046,441,,,,,
1653,3047,46,,,,,
1654,3049,69,,,,,
1655,3050,44,,,,,
1656,3052,370,Ethers,0.7692307692307693,subclass,13.0,Library
1657,3053,12,Organic acids and derivatives,0.55,superclass,20.0,Insilico
1658,3054,56,,,,,
1659,3055,76,N/A,1.0,subclass,2.0,Library
1660,3056,149,"Amino acids, peptides, and analogues",0.9888888888888888,subclass,9.0,Insilico
1661,3057,441,,,,,
1662,3058,63,Fatty acid esters,1.0,subclass,1.0,Library
1663,3060,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
1664,3064,178,Lipids and lipid-like molecules,0.7111111111111111,superclass,18.0,Insilico
1665,3065,25,N/A,0.6666666666666666,superclass,3.0,Library
1666,3069,46,,,,,
1667,3070,56,,,,,
1668,3072,597,,,,,
1669,3081,32,,,,,
1670,3083,89,,,,,
1671,3087,56,,,,,
1672,3090,347,Carboxylic acids and derivatives,1.1,class,8.0,Insilico
1673,3093,428,,,,2.0,Insilico
1674,3098,1478,,,,,
1675,3102,89,,,,,
1676,3103,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
1677,3104,370,Ethers,0.7692307692307693,subclass,13.0,Library
1678,3105,174,,,,,
1679,3109,56,,,,,
1680,3111,89,,,,,
1681,3112,83,,,,,
1682,3114,262,Lipids and lipid-like molecules,0.6,superclass,5.0,Insilico
1683,3115,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
1684,3117,178,Lipids and lipid-like molecules,0.7111111111111111,superclass,18.0,Insilico
1685,3119,113,Lipids and lipid-like molecules,0.6,superclass,10.0,Library
1686,3121,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
1687,3122,441,,,,,
1688,3124,441,,,,,
1689,3126,44,,,,,
1690,3128,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
1691,3129,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
1692,3131,1219,Lipids and lipid-like molecules,1.1,superclass,2.0,Insilico
1693,3133,89,,,,,
1694,3136,441,,,,,
1695,3137,441,,,,,
1696,3139,89,,,,,
1697,3142,178,Lipids and lipid-like molecules,0.7111111111111111,superclass,18.0,Insilico
1698,3144,32,,,,,
1699,3145,25,N/A,0.6666666666666666,superclass,3.0,Library
1700,3146,113,Lipids and lipid-like molecules,0.6,superclass,10.0,Library
1701,3147,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
1702,3149,179,,,,,
1703,3150,106,N/A,0.6153846153846154,superclass,13.0,Insilico
1704,3154,89,,,,,
1705,3156,56,,,,,
1706,3157,89,,,,,
1707,3160,106,N/A,0.6153846153846154,superclass,13.0,Insilico
1708,3162,63,Fatty acid esters,1.0,subclass,1.0,Library
1709,3163,63,Fatty acid esters,1.0,subclass,1.0,Library
1710,3165,89,,,,,
1711,3167,464,,,,7.0,Insilico
1712,3168,1503,,,,,
1713,3171,853,Carboxylic acids and derivatives,1.1,class,2.0,Insilico
1714,3172,1656,Carbohydrates and carbohydrate conjugates,1.1,subclass,2.0,Insilico
1715,3174,89,,,,,
1716,3176,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
1717,3178,85,N/A,1.0,subclass,1.0,Library
1718,3179,307,"Amino acids, peptides, and analogues",1.1,subclass,2.0,Insilico
1719,3182,81,Glycerophosphoglycerols,1.0,subclass,1.0,Library
1720,3184,825,Carboxylic acids and derivatives,1.1,class,2.0,Insilico
1721,3186,149,"Amino acids, peptides, and analogues",0.9888888888888888,subclass,9.0,Insilico
1722,3187,56,,,,,
1723,3188,347,Carboxylic acids and derivatives,1.1,class,8.0,Insilico
1724,3191,74,Organic oxygen compounds,0.64,superclass,25.0,Insilico
1725,3193,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
1726,3194,60,,,,,
1727,3195,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
1728,3196,89,,,,,
1729,3198,493,N/A,1.0,subclass,3.0,Library
1730,3199,89,,,,,
1731,3201,821,,,,,
1732,3202,66,,,,,
1733,3203,56,,,,,
1734,3204,1634,,,,,
1735,3207,262,Lipids and lipid-like molecules,0.6,superclass,5.0,Insilico
1736,3210,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
1737,3212,89,,,,,
1738,3213,441,,,,,
1739,3215,179,,,,,
1740,3216,89,,,,,
1741,3217,1166,,,,4.0,Insilico
1742,3218,441,,,,,
1743,3219,171,Organic acids and derivatives,0.8,superclass,5.0,Insilico
1744,3220,89,,,,,
1745,3221,56,,,,,
1746,3222,200,"Amino acids, peptides, and analogues",1.1,subclass,3.0,Insilico
1747,3225,141,,,,,
1748,3229,436,,,,,
1749,3231,158,Carboxylic acids and derivatives,0.8461538461538461,class,13.0,Insilico
1750,3232,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
1751,3233,178,Lipids and lipid-like molecules,0.7111111111111111,superclass,18.0,Insilico
1752,3234,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
1753,3235,87,,,,,
1754,3237,120,Carboxylic acids and derivatives,0.8142857142857143,class,7.0,Insilico
1755,3238,120,Carboxylic acids and derivatives,0.8142857142857143,class,7.0,Insilico
1756,3239,212,Alcohols and polyols,1.0,subclass,1.0,Library
1757,3240,158,Carboxylic acids and derivatives,0.8461538461538461,class,13.0,Insilico
1758,3241,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
1759,3243,89,,,,,
1760,3247,89,,,,,
1761,3248,1025,Fatty acid esters,1.0,subclass,1.0,Insilico
1762,3251,89,,,,,
1763,3252,89,,,,,
1764,3254,89,,,,,
1765,3256,56,,,,,
1766,3257,89,,,,,
1767,3258,1480,Fatty Acyls,1.1,class,4.0,Insilico
1768,3259,89,,,,,
1769,3261,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
1770,3263,89,,,,,
1771,3266,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
1772,3267,113,Lipids and lipid-like molecules,0.6,superclass,10.0,Library
1773,3268,113,Lipids and lipid-like molecules,0.6,superclass,10.0,Library
1774,3270,89,,,,,
1775,3272,1244,,,,,
1776,3275,89,,,,,
1777,3277,89,,,,,
1778,3278,158,Carboxylic acids and derivatives,0.8461538461538461,class,13.0,Insilico
1779,3280,562,,,,,
1780,3281,431,,,,,
1781,3282,66,,,,,
1782,3283,46,,,,,
1783,3284,89,,,,,
1784,3285,89,,,,,
1785,3286,158,Carboxylic acids and derivatives,0.8461538461538461,class,13.0,Insilico
1786,3287,66,,,,,
1787,3289,89,,,,,
1788,3290,89,,,,,
1789,3293,87,,,,,
1790,3294,89,,,,,
1791,3295,44,,,,,
1792,3296,89,,,,,
1793,3298,158,Carboxylic acids and derivatives,0.8461538461538461,class,13.0,Insilico
1794,3299,172,"Amino acids, peptides, and analogues",1.0,subclass,1.0,Insilico
1795,3303,66,,,,,
1796,3304,89,,,,,
1797,3305,41,,,,,
1798,3308,394,"Amino acids, peptides, and analogues",1.1,subclass,2.0,Insilico
1799,3309,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
1800,3310,89,,,,,
1801,3313,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
1802,3314,46,,,,,
1803,3316,89,,,,,
1804,3317,89,,,,,
1805,3320,89,,,,,
1806,3322,56,,,,,
1807,3324,46,,,,,
1808,3325,158,Carboxylic acids and derivatives,0.8461538461538461,class,13.0,Insilico
1809,3326,89,,,,,
1810,3327,120,Carboxylic acids and derivatives,0.8142857142857143,class,7.0,Insilico
1811,3328,178,Lipids and lipid-like molecules,0.7111111111111111,superclass,18.0,Insilico
1812,3329,87,,,,,
1813,3330,25,N/A,0.6666666666666666,superclass,3.0,Library
1814,3331,89,,,,,
1815,3332,212,Alcohols and polyols,1.0,subclass,1.0,Library
1816,3334,89,,,,,
1817,3337,106,N/A,0.6153846153846154,superclass,13.0,Insilico
1818,3338,158,Carboxylic acids and derivatives,0.8461538461538461,class,13.0,Insilico
1819,3339,80,Lipids and lipid-like molecules,0.9181818181818182,superclass,11.0,Insilico
1820,3340,516,N/A,1.0,subclass,1.0,Library
1821,3341,883,Steroid esters,1.0,subclass,1.0,Insilico
1822,3342,89,,,,,
1823,3343,56,,,,,
1824,3344,1480,Fatty Acyls,1.1,class,4.0,Insilico
1825,3348,41,,,,,
1826,3349,66,,,,,
1827,3350,89,,,,,
1828,3351,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
1829,3352,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
1830,3353,89,,,,,
1831,3354,780,"Amino acids, peptides, and analogues",1.0,subclass,1.0,Insilico
1832,3356,89,,,,,
1833,3361,1244,,,,,
1834,3363,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
1835,3364,89,,,,,
1836,3365,89,,,,,
1837,3367,158,Carboxylic acids and derivatives,0.8461538461538461,class,13.0,Insilico
1838,3371,89,,,,,
1839,3372,1005,,,,,
1840,3374,382,Lipids and lipid-like molecules,0.85,superclass,4.0,Insilico
1841,3375,143,"Amino acids, peptides, and analogues",1.1,subclass,2.0,Insilico
1842,3376,85,N/A,1.0,subclass,1.0,Library
1843,3377,174,,,,,
1844,3380,158,Carboxylic acids and derivatives,0.8461538461538461,class,13.0,Insilico
1845,3383,256,Benzenoids,0.6,superclass,4.0,Insilico
1846,3385,256,Benzenoids,0.6,superclass,4.0,Insilico
1847,3389,215,"Amino acids, peptides, and analogues",1.0,subclass,1.0,Insilico
1848,3391,89,,,,,
1849,3392,158,Carboxylic acids and derivatives,0.8461538461538461,class,13.0,Insilico
1850,3394,89,,,,,
1851,3396,158,Carboxylic acids and derivatives,0.8461538461538461,class,13.0,Insilico
1852,3398,921,,,,,
1853,3401,178,Lipids and lipid-like molecules,0.7111111111111111,superclass,18.0,Insilico
1854,3404,212,Alcohols and polyols,1.0,subclass,1.0,Library
1855,3410,87,,,,,
1856,3412,63,Fatty acid esters,1.0,subclass,1.0,Library
1857,3414,41,,,,,
1858,3415,66,,,,,
1859,3419,312,,,,,
1860,3420,780,"Amino acids, peptides, and analogues",1.0,subclass,1.0,Insilico
1861,3421,215,"Amino acids, peptides, and analogues",1.0,subclass,1.0,Insilico
1862,3423,1025,Fatty acid esters,1.0,subclass,1.0,Insilico
1863,3425,89,,,,,
1864,3427,158,Carboxylic acids and derivatives,0.8461538461538461,class,13.0,Insilico
1865,3428,158,Carboxylic acids and derivatives,0.8461538461538461,class,13.0,Insilico
1866,3430,89,,,,,
1867,3431,570,N/A,0.8235294117647058,subclass,17.0,Library
1868,3433,158,Carboxylic acids and derivatives,0.8461538461538461,class,13.0,Insilico
1869,3438,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
1870,3439,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
1871,3440,41,,,,,
1872,3445,642,,,,,
1873,3446,89,,,,,
1874,3447,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
1875,3450,215,"Amino acids, peptides, and analogues",1.0,subclass,1.0,Insilico
1876,3451,215,"Amino acids, peptides, and analogues",1.0,subclass,1.0,Insilico
1877,3461,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
1878,3462,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
1879,3463,41,,,,,
1880,3464,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
1881,3467,215,"Amino acids, peptides, and analogues",1.0,subclass,1.0,Insilico
1882,3470,89,,,,,
1883,3474,158,Carboxylic acids and derivatives,0.8461538461538461,class,13.0,Insilico
1884,3476,56,,,,,
1885,3479,215,"Amino acids, peptides, and analogues",1.0,subclass,1.0,Insilico
1886,3480,63,Fatty acid esters,1.0,subclass,1.0,Library
1887,3483,57,N/A,1.0,subclass,6.0,Insilico
1888,3485,393,,,,,
1889,3488,42,N/A,0.6666666666666666,superclass,3.0,Library
1890,3491,63,Fatty acid esters,1.0,subclass,1.0,Library
1891,3495,63,Fatty acid esters,1.0,subclass,1.0,Library
1892,3497,1204,,,,,
1893,3501,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
1894,3502,25,N/A,0.6666666666666666,superclass,3.0,Library
1895,3507,25,N/A,0.6666666666666666,superclass,3.0,Library
1896,3508,1386,,,,,
1897,3513,25,N/A,0.6666666666666666,superclass,3.0,Library
1898,3514,797,N/A,1.0,subclass,4.0,Library
1899,3515,25,N/A,0.6666666666666666,superclass,3.0,Library
1900,3517,25,N/A,0.6666666666666666,superclass,3.0,Library
1901,3521,201,N/A,1.0,subclass,2.0,Library
1902,3524,415,Lipids and lipid-like molecules,1.1,superclass,2.0,Insilico
1903,3525,182,,,,,
1904,3526,952,,,,,
1905,3528,241,Organic acids and derivatives,0.6666666666666666,superclass,18.0,Library
1906,3529,100,Lipids and lipid-like molecules,0.6363636363636364,superclass,11.0,Library
1907,3532,1142,,,,,
1908,3535,241,Organic acids and derivatives,0.6666666666666666,superclass,18.0,Library
1909,3540,46,,,,,
1910,3542,32,,,,,
1911,3544,758,,,,,
1912,3548,1038,Organic acids and derivatives,0.6454545454545454,superclass,11.0,Insilico
1913,3549,152,Lipids and lipid-like molecules,0.6666666666666666,superclass,6.0,Library
1914,3552,97,Lipids and lipid-like molecules,1.0,superclass,3.0,Library
1915,3555,15,"Amino acids, peptides, and analogues",0.75,subclass,4.0,Library
1916,3556,46,,,,,
1917,3557,591,"Amino acids, peptides, and analogues",1.1,subclass,2.0,Insilico
1918,3558,46,,,,,
1919,3563,905,null,1.1,subclass,3.0,Insilico
1920,3564,488,Lipids and lipid-like molecules,0.5714285714285714,superclass,7.0,Insilico
1921,3565,1038,Organic acids and derivatives,0.6454545454545454,superclass,11.0,Insilico
1922,3567,1038,Organic acids and derivatives,0.6454545454545454,superclass,11.0,Insilico
1923,3568,426,,,,,
1924,3569,443,Carboxylic acid derivatives,0.7666666666666666,subclass,3.0,Insilico
1925,3572,60,,,,,
1926,3573,299,Lipids and lipid-like molecules,1.1,superclass,2.0,Insilico
1927,3575,378,Benzenoids,0.6714285714285714,superclass,14.0,Insilico
1928,3576,325,,,,,
1929,3580,60,,,,,
1930,3581,1031,,,,2.0,Insilico
1931,3582,212,Alcohols and polyols,1.0,subclass,1.0,Library
1932,3583,1223,,,,2.0,Insilico
1933,3585,60,,,,,
1934,3586,94,N/A,0.731578947368421,subclass,19.0,Insilico
1935,3587,1099,,,,,
1936,3588,113,Lipids and lipid-like molecules,0.6,superclass,10.0,Library
1937,3594,745,Lipids and lipid-like molecules,0.5384615384615384,superclass,13.0,Insilico
1938,3595,787,Lipids and lipid-like molecules,1.1,superclass,8.0,Insilico
1939,3596,1115,,,,,
1940,3600,745,Lipids and lipid-like molecules,0.5384615384615384,superclass,13.0,Insilico
1941,3602,195,N/A,1.0,subclass,2.0,Library
1942,3603,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
1943,3605,106,N/A,0.6153846153846154,superclass,13.0,Insilico
1944,3608,106,N/A,0.6153846153846154,superclass,13.0,Insilico
1945,3613,570,N/A,0.8235294117647058,subclass,17.0,Library
1946,3614,1285,Organoheterocyclic compounds,1.1,superclass,2.0,Insilico
1947,3616,80,Lipids and lipid-like molecules,0.9181818181818182,superclass,11.0,Insilico
1948,3617,201,N/A,1.0,subclass,2.0,Library
1949,3619,124,Lipids and lipid-like molecules,0.6666666666666666,superclass,9.0,Library
1950,3620,124,Lipids and lipid-like molecules,0.6666666666666666,superclass,9.0,Library
1951,3624,182,,,,,
1952,3625,1027,,,,,
1953,3628,536,Phosphonic acid diesters,1.009090909090909,subclass,11.0,Insilico
1954,3629,500,Organic acids and derivatives,0.7999999999999999,superclass,10.0,Insilico
1955,3630,124,Lipids and lipid-like molecules,0.6666666666666666,superclass,9.0,Library
1956,3632,124,Lipids and lipid-like molecules,0.6666666666666666,superclass,9.0,Library
1957,3633,124,Lipids and lipid-like molecules,0.6666666666666666,superclass,9.0,Library
1958,3634,126,,,,,
1959,3641,241,Organic acids and derivatives,0.6666666666666666,superclass,18.0,Library
1960,3642,766,Lipids and lipid-like molecules,0.8142857142857143,superclass,7.0,Insilico
1961,3643,766,Lipids and lipid-like molecules,0.8142857142857143,superclass,7.0,Insilico
1962,3644,766,Lipids and lipid-like molecules,0.8142857142857143,superclass,7.0,Insilico
1963,3646,766,Lipids and lipid-like molecules,0.8142857142857143,superclass,7.0,Insilico
1964,3650,1364,,,,,
1965,3654,127,,,,,
1966,3658,182,,,,,
1967,3659,298,N/A,1.1,subclass,5.0,Library
1968,3660,351,,,,,
1969,3661,298,N/A,1.1,subclass,5.0,Library
1970,3664,182,,,,,
1971,3665,401,,,,,
1972,3667,241,Organic acids and derivatives,0.6666666666666666,superclass,18.0,Library
1973,3670,1273,Lipids and lipid-like molecules,0.7666666666666666,superclass,3.0,Insilico
1974,3673,34,,,,,
1975,3677,1364,,,,,
1976,3679,496,Lipids and lipid-like molecules,0.6666666666666666,superclass,6.0,Insilico
1977,3685,32,,,,,
1978,3686,822,Lipids and lipid-like molecules,1.1,superclass,2.0,Library
1979,3687,139,N/A,1.0,subclass,3.0,Library
1980,3688,241,Organic acids and derivatives,0.6666666666666666,superclass,18.0,Library
1981,3690,1134,,,,,
1982,3692,139,N/A,1.0,subclass,3.0,Library
1983,3693,61,,,,,
1984,3697,100,Lipids and lipid-like molecules,0.6363636363636364,superclass,11.0,Library
1985,3699,241,Organic acids and derivatives,0.6666666666666666,superclass,18.0,Library
1986,3700,372,Benzenoids,0.5714285714285714,superclass,7.0,Insilico
1987,3701,98,N/A,0.7,superclass,10.0,Library
1988,3702,136,,,,,
1989,3703,136,,,,,
1990,3705,97,Lipids and lipid-like molecules,1.0,superclass,3.0,Library
1991,3708,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
1992,3710,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
1993,3712,656,Carbonyl compounds,1.1,subclass,2.0,Library
1994,3713,589,Ethers,1.1,subclass,2.0,Insilico
1995,3714,1266,,,,,
1996,3715,617,N/A,1.0,subclass,1.0,Library
1997,3717,139,N/A,1.0,subclass,3.0,Library
1998,3720,340,N/A,0.6666666666666666,superclass,3.0,Library
1999,3721,241,Organic acids and derivatives,0.6666666666666666,superclass,18.0,Library
2000,3725,1021,,,,,
2001,3726,942,Lipids and lipid-like molecules,0.6,superclass,5.0,Insilico
2002,3727,942,Lipids and lipid-like molecules,0.6,superclass,5.0,Insilico
2003,3728,942,Lipids and lipid-like molecules,0.6,superclass,5.0,Insilico
2004,3729,100,Lipids and lipid-like molecules,0.6363636363636364,superclass,11.0,Library
2005,3730,785,Terpene lactones,0.85,subclass,4.0,Insilico
2006,3732,136,,,,,
2007,3734,1190,Fatty acids and conjugates,1.1,subclass,4.0,Library
2008,3735,1190,Fatty acids and conjugates,1.1,subclass,4.0,Library
2009,3736,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
2010,3737,241,Organic acids and derivatives,0.6666666666666666,superclass,18.0,Library
2011,3738,1233,Lipids and lipid-like molecules,1.1,superclass,2.0,Insilico
2012,3742,182,,,,,
2013,3745,139,N/A,1.0,subclass,3.0,Library
2014,3746,340,N/A,0.6666666666666666,superclass,3.0,Library
2015,3747,340,N/A,0.6666666666666666,superclass,3.0,Library
2016,3749,100,Lipids and lipid-like molecules,0.6363636363636364,superclass,11.0,Library
2017,3752,633,,,,,
2018,3757,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
2019,3759,123,,,,,
2020,3763,767,Organic acids and derivatives,0.6666666666666666,superclass,6.0,Insilico
2021,3770,437,null,1.0,subclass,1.0,Insilico
2022,3774,649,Alloxazines and isoalloxazines,1.1,subclass,2.0,Insilico
2023,3777,208,Lipids and lipid-like molecules,1.1,superclass,6.0,Insilico
2024,3779,98,N/A,0.7,superclass,10.0,Library
2025,3781,241,Organic acids and derivatives,0.6666666666666666,superclass,18.0,Library
2026,3782,100,Lipids and lipid-like molecules,0.6363636363636364,superclass,11.0,Library
2027,3783,340,N/A,0.6666666666666666,superclass,3.0,Library
2028,3784,741,,,,,
2029,3785,100,Lipids and lipid-like molecules,0.6363636363636364,superclass,11.0,Library
2030,3786,100,Lipids and lipid-like molecules,0.6363636363636364,superclass,11.0,Library
2031,3787,100,Lipids and lipid-like molecules,0.6363636363636364,superclass,11.0,Library
2032,3788,497,N/A,0.75,subclass,4.0,Library
2033,3790,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
2034,3791,264,,,,,
2035,3794,340,N/A,0.6666666666666666,superclass,3.0,Library
2036,3795,335,"Amino acids, peptides, and analogues",1.0,subclass,1.0,Library
2037,3796,1165,,,,,
2038,3800,398,Organic acids and derivatives,0.5384615384615384,superclass,13.0,Insilico
2039,3801,398,Organic acids and derivatives,0.5384615384615384,superclass,13.0,Insilico
2040,3803,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
2041,3805,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
2042,3810,98,N/A,0.7,superclass,10.0,Library
2043,3811,690,,,,,
2044,3813,108,,,,,
2045,3815,218,Carboxylic acids and derivatives,1.1,class,2.0,Insilico
2046,3817,219,Carboxylic acids and derivatives,1.1,class,3.0,Insilico
2047,3819,22,,,,,
2048,3823,17,Lipids and lipid-like molecules,1.1,superclass,3.0,Insilico
2049,3826,827,Amines,1.1,subclass,2.0,Insilico
