,SMILES,inchikey,kingdom,superclass,CF_class,subclass,direct_parent,molecular_framework
1315,CCCCCCCCCC(=O)NCCCCC(NC(=O)CCCCCCCCC)C(=O)OC,InChIKey=LZMAQIGRODLCND-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Aliphatic acyclic compounds
1316,None,None,None,None,None,None,None,None
1317,CCOC(=O)C1=CC=CC=C1C(=O)OCC,InChIKey=FLKPEMZONWLCSK-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,Aromatic homomonocyclic compounds
1318,OC(=O)CCC(NCCNC(CCC(O)=O)C(O)=O)C(O)=O,InChIKey=YALOGARCTWURTE-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamic acid and derivatives,Aliphatic acyclic compounds
1319,CCCCCCCCC(=O)OCC(COC(=O)CCCC)OC(=O)CCCCCC,InChIKey=NALYYZTVSBKKMS-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols,Aliphatic acyclic compounds
1320,None,None,None,None,None,None,None,None
1321,CCCCCCCCCCCCCC(=O)NCCO,InChIKey=JHIXEZNTXMFXEK-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,N-acylethanolamines,Aliphatic acyclic compounds
1322,CC(C(O)=O)C(C)(O)C(C)(O)C(=O)OCC1=CCN2CCC(O)C12,InChIKey=ZIEBCIRRJMPNKQ-UHFFFAOYSA-N,Organic compounds,Alkaloids and derivatives,,,Alkaloids and derivatives,Aliphatic heteropolycyclic compounds
1323,CCCCOCCOCCOCCNCCCCCCO,InChIKey=YHRRGAYHGQNMJK-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Alkanolamines,Aliphatic acyclic compounds
1324,CC1=CC(=O)C2C(C)(C)C(Cl)C(Cl)CC2(C)C1CC(O)C1CC(=O)NC1=O,InChIKey=WOZCGGONMQVWED-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Cyclohexenones,Aliphatic heteropolycyclic compounds
1325,None,None,None,None,None,None,None,None
1326,CC(CCC1C(C)=CC(=O)CC1(C)C)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,InChIKey=YYNVBNQMBDXSDX-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Aliphatic heteromonocyclic compounds
1327,None,None,None,None,None,None,None,None
1328,None,None,None,None,None,None,None,None
1329,NC(CCC(=O)NC1CCCCC1)C(O)=O,InChIKey=CRUVKPHIAJYEPS-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamine and derivatives,Aliphatic homomonocyclic compounds
1330,CCC(O)C(O)CC(O)C(O)CC(O)C(O)CCCCCCCC(O)=O,InChIKey=HCPSZQRUACPWRI-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
1331,None,None,None,None,None,None,None,None
1332,OC(=O)C1=NC2=C(C=CC=C2)C=C1,InChIKey=LOAUVZALPPNFOQ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,Quinoline carboxylic acids,Aromatic heteropolycyclic compounds
1333,None,None,None,None,None,None,None,None
1334,None,None,None,None,None,None,None,None
1335,OC(=O)CCN1CCCN(CCC(O)=O)CCCN(CCC(O)=O)CCN(CCC(O)=O)CCC1,InChIKey=NRTMKBAZXUXJBC-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Aliphatic heteromonocyclic compounds
1336,None,None,None,None,None,None,None,None
1337,CC1(COC2OC(CO)C(O)C(O)C2O)C(O)CCC2(C)C1CCC(=C)C2C(=O)CC1=CCOC1=O,InChIKey=VEAPYXJUYPETEO-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Diterpene glycosides,Aliphatic heteropolycyclic compounds
1338,None,None,None,None,None,None,None,None
1339,None,None,None,None,None,None,None,None
1340,CC(C)CC(NC(=O)C(CC1=CN=CN1)NC(=O)C(CC1=CC=CC=C1)NC(C)=O)C(N)=O,InChIKey=OVKJWRDGWULOQO-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,Aromatic heteromonocyclic compounds
1341,CCCCCCCCCCCCCCCC(O)C(N)CO,InChIKey=OTKJDMGTUTTYMP-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,"1,2-aminoalcohols",Aliphatic acyclic compounds
1342,None,None,None,None,None,None,None,None
1343,None,None,None,None,None,None,None,None
1344,None,None,None,None,None,None,None,None
1345,None,None,None,None,None,None,None,None
1346,None,None,None,None,None,None,None,None
1347,None,None,None,None,None,None,None,None
1348,CCCCSCC(NC(=O)C=CC(O)=O)C(O)=O,InChIKey=OOSDVVZJTFPNJR-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,Aliphatic acyclic compounds
1349,CCCCCCCCCCCC(N)=O,InChIKey=ILRSCQWREDREME-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty amides,Aliphatic acyclic compounds
1350,CCCCCCCCCCCOCCOCCOCCOCCO,InChIKey=MGAAPFMMNKLGSQ-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Aliphatic acyclic compounds
1351,CC12CC(CC(C1CCC13CC(CCC21)C(=C)C3O)C(O)=O)OC1OC(CO)C(O)C(O)C1O,InChIKey=ZUDBDCBPZHGAEL-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Diterpene glycosides,Aliphatic heteropolycyclic compounds
1352,None,None,None,None,None,None,None,None
1353,O=NC1CP=CC(C1)N=O,InChIKey=DNUUDPBFQDMNES-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Organic nitroso compounds,C-nitroso compounds,Aliphatic heteromonocyclic compounds
1354,None,None,None,None,None,None,None,None
1355,OCCOCCOCCOCCOCCC(O)=O,InChIKey=UQWLGZFJGVEDCQ-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Aliphatic acyclic compounds
1356,None,None,None,None,None,None,None,None
1357,CCC=CCC=CCC=CCC=CCCCCC(=O)OCC(O)COC1OC(CO)C(O)C(O)C1O,InChIKey=OBLUCMMNMFITHB-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Glycosylglycerols,Glycosylmonoacylglycerols,Aliphatic heteromonocyclic compounds
1358,None,None,None,None,None,None,None,None
1359,None,None,None,None,None,None,None,None
1360,COC(=O)CCOCC(COCCC(=O)OC)(COCCC(=O)OC)N=C(O)CCC(N)C(O)=O,InChIKey=LRBMEFBPTDUNJQ-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Aliphatic acyclic compounds
1361,None,None,None,None,None,None,None,None
1362,CCCCCCCCCCCCCCCCN,InChIKey=FJLUATLTXUNBOT-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Monoalkylamines,Aliphatic acyclic compounds
1363,None,None,None,None,None,None,None,None
1364,None,None,None,None,None,None,None,None
1365,CCCCCCCC,InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,Aliphatic acyclic compounds
1366,CCCC(O)C(CCC(C(O)CCC)C(O)=O)C(O)=O,InChIKey=ZCWDWYGMEDFKGZ-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,Aliphatic acyclic compounds
1367,None,None,None,None,None,None,None,None
1368,None,None,None,None,None,None,None,None
1369,None,None,None,None,None,None,None,None
1370,CC1(O)CC(OC2OCC(O)C(O)C2O)C2C(C)(CO)CCCC2(C)C1CCC1=CC(=O)OC1,InChIKey=YXVVESMJRSILBK-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Diterpene lactones,Aliphatic heteropolycyclic compounds
1371,None,None,None,None,None,None,None,None
1372,None,None,None,None,None,None,None,None
1373,CCC(C)C(=O)OC1CC(C)C(O)C2=CC(=O)C(C)C(CCC(O)CC(O)CC(=O)OC)C12,InChIKey=YGYWCCFAWCDWKW-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Fatty alcohols,Aliphatic homopolycyclic compounds
1374,None,None,None,None,None,None,None,None
1375,None,None,None,None,None,None,None,None
1376,None,None,None,None,None,None,None,None
1377,CCCCCCCCCCCCOCCCNCC(O)C(O)C(O)C(O)CO,InChIKey=PBIJDIOYNZSDSW-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Hexoses,Aliphatic acyclic compounds
1378,None,None,None,None,None,None,None,None
1379,CCOC(=O)C(=C)C1CCC(C)(O)C2CCC(C)(O2)C(CCC(C)(O)C(O)C1)OC(C)=O,InChIKey=LLASBBKHEICHEF-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Sesquiterpenoids,Aliphatic heteropolycyclic compounds
1380,OC(=O)C(CS(O)(=O)=O)OP(O)(O)=O,InChIKey=CABHHUMGNFUZCZ-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Monoalkyl phosphates,Aliphatic acyclic compounds
1381,None,None,None,None,None,None,None,None
1382,None,None,None,None,None,None,None,None
1383,None,None,None,None,None,None,None,None
1384,None,None,None,None,None,None,None,None
1385,None,None,None,None,None,None,None,None
1386,None,None,None,None,None,None,None,None
1387,None,None,None,None,None,None,None,None
1388,None,None,None,None,None,None,None,None
1389,None,None,None,None,None,None,None,None
1390,None,None,None,None,None,None,None,None
1391,None,None,None,None,None,None,None,None
1392,None,None,None,None,None,None,None,None
1393,None,None,None,None,None,None,None,None
1394,CCOC(=O)NCCCCCCNC(=O)N(CCCCCCNC(=O)OCC)C(=O)NC(=O)OCC,InChIKey=GUJAUTIQHQIKJS-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Carbamate esters,Aliphatic acyclic compounds
1395,None,None,None,None,None,None,None,None
1396,[H][C@]1(C)C(=O)O[C@@]2([H])[C@@]1([H])[C@]([H])(C[C@@]1(C)O[C@]11C(=O)C=C(C)[C@]21C)OC(C)=O,InChIKey=UQVLTSKOVMGPEN-QZACKJQJSA-N,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,Aliphatic heteropolycyclic compounds
1397,None,None,None,None,None,None,None,None
1398,None,None,None,None,None,None,None,None
1399,None,None,None,None,None,None,None,None
1400,None,None,None,None,None,None,None,None
1401,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,InChIKey=BLUAFEHZUWYNDE-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Terpene lactones,Aliphatic heteropolycyclic compounds
1402,None,None,None,None,None,None,None,None
1403,CCC1(O)CCC2C3CCC4CC(O)CCC4C3CCC12C,InChIKey=GUBNWXDDDXQJOQ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,"Gluco/mineralocorticoids, progestogins and derivatives",Aliphatic homopolycyclic compounds
1404,None,None,None,None,None,None,None,None
1405,[H]C1(CCC2(OO)C(C=C)=C(C)C(=O)C=C2C1(C)CCC(=O)OC)C(C)=C,InChIKey=OONMQCVQEOUVNN-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Aliphatic homopolycyclic compounds
1406,OCCOCCOCCOCCOCCOCCC(O)=O,InChIKey=NQZLSNLBIKBFNP-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Aliphatic acyclic compounds
1407,CC(C)CC(O)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NCCCC(O)=O,InChIKey=JRBBQBFONOJJCG-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Peptidomimetics,Hybrid peptides,Hybrid peptides,Aliphatic acyclic compounds
1408,None,None,None,None,None,None,None,None
1409,None,None,None,None,None,None,None,None
1410,None,None,None,None,None,None,None,None
1411,None,None,None,None,None,None,None,None
1412,None,None,None,None,None,None,None,None
1413,CC(=C)CCCCCCCCCCCCCCCCC(O)=NC(CCC(O)=NCC(O)=O)C(O)=O,InChIKey=VMDQBXFJWWGHFB-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,Aliphatic acyclic compounds
1414,CCCCCCC=CCCCCCCCC(=O)OC,InChIKey=IZFGRAGOVZCUFB-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Aliphatic acyclic compounds
1415,None,None,None,None,None,None,None,None
1416,CCCCCCC=CCCCCCCCC(=O)OC,InChIKey=IZFGRAGOVZCUFB-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Aliphatic acyclic compounds
1417,None,None,None,None,None,None,None,None
1418,None,None,None,None,None,None,None,None
1419,[H]C(O)(CO)C([H])(O)C([H])(O)C([H])(O)COC(=O)CCCCCCCC=CCC=CCC=CCC,InChIKey=SIYNRPHDAIDUJN-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Aliphatic acyclic compounds
1420,CC1C2CC(OC(C)=O)C=CC(C)=CCC(OC(C)=O)C=CC(C)=CC(NC(=O)C(C)=O)C(C)(C(=O)O2)C1=O,InChIKey=ZFELIRXUSWRMPY-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues,,Macrolides and analogues,Aliphatic heteropolycyclic compounds
1421,CC(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)CN,InChIKey=GJRGSLZBAGNUPU-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Aliphatic heteromonocyclic compounds
1422,CCCCCCCCC(=O)OCC(COC(=O)CCCC)OC(=O)CCCCCC,InChIKey=NALYYZTVSBKKMS-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols,Aliphatic acyclic compounds
1423,None,None,None,None,None,None,None,None
1424,None,None,None,None,None,None,None,None
1425,[H]C(C)(CO)CCC([H])(O)C([H])(C)C1([H])C([H])(O)CC2([H])C3([H])CC=C4CC([H])(CCC4(C)C3([H])C([H])(O)CC12C)OC1([H])OC([H])(CO)C([H])(O)C([H])(O)C1([H])O,InChIKey=IWGAWRNAVDMCGX-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Steroidal glycosides,Aliphatic heteropolycyclic compounds
1426,NCCCCC1NC(=O)C2CCCN2C1=O,InChIKey=CRRRSAJEKLLRFY-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,Aliphatic heteropolycyclic compounds
1427,None,None,None,None,None,None,None,None
1428,None,None,None,None,None,None,None,None
1429,None,None,None,None,None,None,None,None
1430,None,None,None,None,None,None,None,None
1431,CC(O)COC(C)COC(C)COC(C)COC(C)COC(C)CO,InChIKey=UDOJNGPPRYJMKR-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,Aliphatic acyclic compounds
1432,None,None,None,None,None,None,None,None
1433,CC(N)C(=O)CCCCCC(O)=O,InChIKey=GUAHPAJOXVYFON-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,Aliphatic acyclic compounds
1434,None,None,None,None,None,None,None,None
1435,None,None,None,None,None,None,None,None
1436,None,None,None,None,None,None,None,None
1437,CCCCCCC=CCCCCCCCC(=O)OC,InChIKey=IZFGRAGOVZCUFB-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Aliphatic acyclic compounds
1438,CC1CC(C)C(=O)C(C1)C(O)CC1CC(=O)NC(=O)C1,InChIKey=YPHMISFOHDHNIV-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines,Piperidinones,Piperidinediones,Aliphatic heteromonocyclic compounds
1439,None,None,None,None,None,None,None,None
1440,NCCCCCN=C(O)CN1CCN(CC(O)=O)CCN(CC(O)=O)CC1,InChIKey=NQNZXIZXSIINJT-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids,Aliphatic heteromonocyclic compounds
1441,CC(=O)OCC1=CC(OC(C)=O)C2CC(OC(C)=O)C(C)=C(C(OC(C)=O)C(=O)C(C)=CCC1OC(C)=O)C2(C)C,InChIKey=LXUGXADNHIOJAZ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,Aliphatic homopolycyclic compounds
1442,[H]C(O)(CO)C([H])(O)C([H])(O)C([H])(O)COC(=O)CCCCCCCC=CCC=CCC=CCC,InChIKey=SIYNRPHDAIDUJN-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Aliphatic acyclic compounds
1443,NCC(CN)(CO)CN=CC(CN)(CN)CO,InChIKey=CVQNSEUMASXOPA-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,"1,3-aminoalcohols",Aliphatic acyclic compounds
1444,None,None,None,None,None,None,None,None
1445,None,None,None,None,None,None,None,None
1446,CCCCCCCCCC(=O)NC(C(C)O)C(=O)NC(C(O)CCCC)C(O)=O,InChIKey=CLCIAKVDLORCGR-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Aliphatic acyclic compounds
1447,None,None,None,None,None,None,None,None
1448,None,None,None,None,None,None,None,None
1449,None,None,None,None,None,None,None,None
1450,CCCCCCCCCCCCCCOCCOCCOCCO,InChIKey=NBPXCCCUFZBDQE-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Aliphatic acyclic compounds
1451,None,None,None,None,None,None,None,None
1452,None,None,None,None,None,None,None,None
1453,None,None,None,None,None,None,None,None
1454,None,None,None,None,None,None,None,None
1455,None,None,None,None,None,None,None,None
1456,CCCCCCCCCC(=O)OCC(CO)OC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,InChIKey=URLJNLPEWWMWAE-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Glycosylglycerols,Glycosylglycerols,Aliphatic heteromonocyclic compounds
1457,None,None,None,None,None,None,None,None
1458,None,None,None,None,None,None,None,None
1459,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,InChIKey=BLUAFEHZUWYNDE-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Terpene lactones,Aliphatic heteropolycyclic compounds
1460,CCCCCCC=CCCCCCCCC(=O)OC,InChIKey=IZFGRAGOVZCUFB-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Aliphatic acyclic compounds
1461,None,None,None,None,None,None,None,None
1462,CCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCC(O)=O,InChIKey=FNQXYTBBZHFDDG-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,"1,3-diacylglycerols",Aliphatic acyclic compounds
1463,None,None,None,None,None,None,None,None
1464,[H]\C(C(O)=O)=C(\CC[C@]1([H])C(=O)C=C[C@]2([H])C(C)(C)CCC[C@@]12C)COC(C)=O,InChIKey=OIBHYUYKCMPFJH-IDGAIEGJSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,Aliphatic homopolycyclic compounds
1465,CCCCCCCCCCCCCCCCC(O)=O,InChIKey=KEMQGTRYUADPNZ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
1466,None,None,None,None,None,None,None,None
1467,None,None,None,None,None,None,None,None
1468,None,None,None,None,None,None,None,None
1469,None,None,None,None,None,None,None,None
1470,NC(CC(O)=O)CC1=CC=CC=C1,InChIKey=OFVBLKINTLPEGH-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Beta amino acids and derivatives,Aromatic homomonocyclic compounds
1471,None,None,None,None,None,None,None,None
1472,None,None,None,None,None,None,None,None
1473,None,None,None,None,None,None,None,None
1474,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCC(O)=O,InChIKey=ZMCWALAQRPULMT-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,Aliphatic acyclic compounds
1475,CC1(C)CC2C3=CCC4C5(C)CCC(O)C(C)(CO)C5CCC4(C)C3(C)CC(O)C2(CO)CC1OC(=O)c1ccccc1,InChIKey=SNIDHFRELAGPRN-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Aromatic homopolycyclic compounds
1476,None,None,None,None,None,None,None,None
1477,None,None,None,None,None,None,None,None
1478,CC(CCC1(O)C(C)CC(=O)CC1(C)C)OC1OC(CO)C(O)C(O)C1O,InChIKey=LOPCUWKTPFYQJH-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Aliphatic heteromonocyclic compounds
1479,CCC(C)C(NC(=O)C1CCC(=O)N1)C(O)=O,InChIKey=MKCVLTRITQNGQI-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Aliphatic heteromonocyclic compounds
1480,NC(N)=NCCCC(NCCCNC(=O)CCCCCCCCCCCCCCCCCCC(O)=O)C=O,InChIKey=XVHIKTRGBHRYFJ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
1481,None,None,None,None,None,None,None,None
1482,None,None,None,None,None,None,None,None
1483,None,None,None,None,None,None,None,None
1484,None,None,None,None,None,None,None,None
1485,OCCCCC(OC1OC(CO)C(O)C(O)C1O)C(O)=O,InChIKey=HSOSEABHJAMNSL-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Aliphatic heteromonocyclic compounds
1486,None,None,None,None,None,None,None,None
1487,OP(=O)(OCCCCCCOP(O)(=O)C1=CC=CC=C1)C1=CC=CC=C1,InChIKey=UWHLDBRUEYLCHJ-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,,Benzene and substituted derivatives,Aromatic homomonocyclic compounds
1488,None,None,None,None,None,None,None,None
1489,None,None,None,None,None,None,None,None
1490,None,None,None,None,None,None,None,None
1491,CCCCCCCCCCCC(=O)N(C)CC(O)=O,InChIKey=BACYUWVYYTXETD-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,Aliphatic acyclic compounds
1492,OC(=O)CCCCCCCCCCCCCCCCC(=O)NCCOCCOCCOCCOCCC=O,InChIKey=WLQBROKPPSAKTQ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
1493,None,None,None,None,None,None,None,None
1494,None,None,None,None,None,None,None,None
1495,None,None,None,None,None,None,None,None
1496,CCCCCCCCCCCC(O)C(N)CO,InChIKey=JDTJDLPFECSKQJ-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,"1,2-aminoalcohols",Aliphatic acyclic compounds
1497,None,None,None,None,None,None,None,None
1498,None,None,None,None,None,None,None,None
1499,None,None,None,None,None,None,None,None
1500,None,None,None,None,None,None,None,None
1501,None,None,None,None,None,None,None,None
1502,None,None,None,None,None,None,None,None
1503,None,None,None,None,None,None,None,None
1504,None,None,None,None,None,None,None,None
1505,None,None,None,None,None,None,None,None
1506,CCCCCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCC,InChIKey=YVOFHVFYRSQBSR-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,"1,2-diacylglycerols",Aliphatic acyclic compounds
1507,None,None,None,None,None,None,None,None
1508,OC(=O)CCCCCCCCCCCC(O)=O,InChIKey=DXNCZXXFRKPEPY-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
1509,CC(=O)OCC1(O)C2CCC(=C)C3CC(O)C(=C)C3C2OC1=O,InChIKey=XIVYFPUTCCJWCJ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Guaianolides and derivatives,Aliphatic heteropolycyclic compounds
1510,CCCCCCCCCCCCCCCCCCCC(O)=NC(C)C(O)=O,InChIKey=OBTLFYHFGABRGX-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,Aliphatic acyclic compounds
1511,None,None,None,None,None,None,None,None
1512,None,None,None,None,None,None,None,None
1513,None,None,None,None,None,None,None,None
1514,None,None,None,None,None,None,None,None
1515,None,None,None,None,None,None,None,None
