,SMILES,inchikey,kingdom,superclass,CF_class,subclass,direct_parent,molecular_framework
2376,None,None,None,None,None,None,None,None
2377,[H]C(CCCCCC)=C([H])CCCCCCCC(O)=NCCO,InChIKey=WFRLANWAASSSFV-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids,Carboximidic acids,Aliphatic acyclic compounds
2378,None,None,None,None,None,None,None,None
2379,CCCCCCCCCCCCCCCC(=O)C(N)COC1OC(CO)C(O)C(O)C1O,InChIKey=QZKYNHVDXUWYJN-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Aliphatic heteromonocyclic compounds
2380,CC1CC(OC2OC(C)C(OC3OC(COC(C)=O)C(O)C(O)C3O)C(O)C2O)C2(C)C(CCC=C2C)C1(C)CCC(C)=CCO,InChIKey=DWPUNHOAXLOGHJ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Diterpene glycosides,Aliphatic heteropolycyclic compounds
2381,None,None,None,None,None,None,None,None
2382,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCC(O)=O,InChIKey=IDKLJIUIJUVJNR-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,Aliphatic homomonocyclic compounds
2383,None,None,None,None,None,None,None,None
2384,None,None,None,None,None,None,None,None
2385,None,None,None,None,None,None,None,None
2386,CCCCCCCCCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CNC(C)=O,InChIKey=HSGYTAHFJIKKCQ-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Aliphatic acyclic compounds
2387,None,None,None,None,None,None,None,None
2388,COC(=O)CCC(C)(C)C1CCCC1(C)CCC1CCC(O)C2CC(O)CCC12C,InChIKey=KAUDNIKTRIVRIK-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Iridoids and derivatives,Aliphatic homopolycyclic compounds
2389,None,None,None,None,None,None,None,None
2390,CN(C1CN=C(NC(O)=N)N=C1O)C(=O)CC(CCCNC(N)=N)NCCCCNC(N)=N,InChIKey=CHNBYPRYKWYMFG-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Beta amino acids and derivatives,Aliphatic heteromonocyclic compounds
2391,None,None,None,None,None,None,None,None
2392,None,None,None,None,None,None,None,None
2393,CC(CC(O)C(C)(O)C1CCC2(O)C3=CC(=O)C4CC(OC5OC(CO)C(O)C(O)C5O)C(O)CC4(C)C3CCC12C)C(C)(C)O,InChIKey=MQWJGLSZBHVGLN-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Pentahydroxy bile acids, alcohols and derivatives",Aliphatic heteropolycyclic compounds
2394,None,None,None,None,None,None,None,None
2395,None,None,None,None,None,None,None,None
2396,COC(=O)CCC(C)(C)C1CCCC1(C)CCC1CCC(O)C2CC(O)CCC12C,InChIKey=KAUDNIKTRIVRIK-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Iridoids and derivatives,Aliphatic homopolycyclic compounds
2397,None,None,None,None,None,None,None,None
2398,None,None,None,None,None,None,None,None
2399,None,None,None,None,None,None,None,None
2400,None,None,None,None,None,None,None,None
2401,None,None,None,None,None,None,None,None
2402,None,None,None,None,None,None,None,None
2403,None,None,None,None,None,None,None,None
2404,CCCCCCCCCCCCC(N)=O,InChIKey=RSSGSPAYFRXVKG-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty amides,Aliphatic acyclic compounds
2405,None,None,None,None,None,None,None,None
2406,CCCCCCCCCCCC(=O)OCC(O)COC(=O)C(C)N=C(C)O,InChIKey=YXIPLYSUBHHFIA-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Aliphatic acyclic compounds
2407,None,None,None,None,None,None,None,None
2408,None,None,None,None,None,None,None,None
2409,None,None,None,None,None,None,None,None
2410,None,None,None,None,None,None,None,None
2411,None,None,None,None,None,None,None,None
2412,None,None,None,None,None,None,None,None
2413,None,None,None,None,None,None,None,None
2414,None,None,None,None,None,None,None,None
2415,None,None,None,None,None,None,None,None
2416,CCCCCCCCCCCCC(CCCCCCCCCCCC)OC(=O)NC(CCC(O)=O)(CCC(O)=O)CCC(O)=O,InChIKey=UCDFWDULICOPEW-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Gamma amino acids and derivatives,Aliphatic acyclic compounds
2417,CCC(=O)CCCCCCCCCCCCCCC(=O)NCCOCCOCC(=O)CCCOCCOCC(C)=O,InChIKey=XFTQUDOJNHJQTE-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,Aliphatic acyclic compounds
2418,None,None,None,None,None,None,None,None
2419,None,None,None,None,None,None,None,None
2420,CCCCC(=O)OC(COC(=O)CC)COC(=O)CC,InChIKey=JQRYDSRDRGPRAJ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols,Aliphatic acyclic compounds
2421,COCC(COC)N(C)CC(O)C(O)C(O)C(O)CO,InChIKey=CNIFZJOIPSUVFR-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Hexoses,Aliphatic acyclic compounds
2422,CCCCCC,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,Aliphatic acyclic compounds
2423,None,None,None,None,None,None,None,None
2424,None,None,None,None,None,None,None,None
2425,None,None,None,None,None,None,None,None
2426,None,None,None,None,None,None,None,None
2427,None,None,None,None,None,None,None,None
2428,CCCCCCCCN(CCCC)C1=CC=CC=C1,InChIKey=NBNULHBAUQFFET-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Dialkylarylamines,Aromatic homomonocyclic compounds
2429,CCCCCCCCC(=O)CC(C(O)=O)=C(C)C(O)=O,InChIKey=VROUFBQBKTUELS-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
2430,None,None,None,None,None,None,None,None
2431,CC(OC1OC(CO)C(O)C(O)C1O)C1OC(=O)C2C3C(C)CC(C)CC3C(=O)C(C)C2C(C)CC1C,InChIKey=JUZUGBNXCZRITH-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,O-glycosyl compounds,Aliphatic heteropolycyclic compounds
2432,None,None,None,None,None,None,None,None
2433,CC(C)C1=C(C(C)C)C2(C)CCCC(C)(C2CC1)C(O)=O,InChIKey=DFDSKSDBZBPOMS-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,Carboxylic acids,Aliphatic homopolycyclic compounds
2434,None,None,None,None,None,None,None,None
2435,CCC=CCC(O)C=CC1C(O)CC(O)C1CC(=O)CCC(O)=O,InChIKey=CUUJOWFVENYEFV-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,Aliphatic homomonocyclic compounds
2436,CC(C)(C)C(CCCCNC(=O)CCCCCCCCCCCCCCC(O)=O)C(O)=O,InChIKey=CCQOZMJZPKJPIF-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
2437,None,None,None,None,None,None,None,None
2438,CCCCCCCC(=O)OC(COC(C)=O)COC(C)=O,InChIKey=QSCYGMBVVDDPGY-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols,Aliphatic acyclic compounds
2439,CCCCCCC(O)C(O)C(CCC(O)CO)C(O)C(O)CCCC,InChIKey=AVRSFXXJEGEHAD-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Long-chain fatty alcohols,Aliphatic acyclic compounds
2440,None,None,None,None,None,None,None,None
2441,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)NCCO,InChIKey=XCVCLIRZZCGEMU-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,Aliphatic homomonocyclic compounds
2442,None,None,None,None,None,None,None,None
2443,None,None,None,None,None,None,None,None
2444,CCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)NC,InChIKey=PKVGEVNBFWCWMN-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Secondary carboxylic acid amides,Aliphatic acyclic compounds
2445,None,None,None,None,None,None,None,None
2446,None,None,None,None,None,None,None,None
2447,None,None,None,None,None,None,None,None
2448,None,None,None,None,None,None,None,None
2449,COC(=O)CCCCCCCC(=O)CCC(=O)OC,InChIKey=FBUFTJMJHRFXNW-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Gamma-keto acids and derivatives,Gamma-keto acids and derivatives,Aliphatic acyclic compounds
2450,CC(=O)OC1CC2(C)OC2CCC(C)=CC2OC(=O)C(=C)C12,InChIKey=KLSZJNPOVCODRB-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Germacranolides and derivatives,Aliphatic heteropolycyclic compounds
2451,CCCCCCCCCCCCCCNC(C)=O,InChIKey=JFFBOCCNFSWIPM-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Acetamides,Aliphatic acyclic compounds
2452,CC1=CC(=O)OC1CC1(O)C(C)=CC(=O)CC1(C)C,InChIKey=LVFFHOZTDBMDBC-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Abscisic acids and derivatives,Aliphatic heteromonocyclic compounds
2453,COC(=O)C1=CC(CCC=O)(CCC1C)C(C)=C,InChIKey=GBWOWLXWGAVQCZ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Menthane monoterpenoids,Aliphatic homomonocyclic compounds
2454,None,None,None,None,None,None,None,None
2455,None,None,None,None,None,None,None,None
2456,CCCCCC(CCCC(CCCCCCC(O)=O)C(N)=O)OC(=O)CCCC,InChIKey=IGTGHRMTZLHIHA-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
2457,None,None,None,None,None,None,None,None
2458,None,None,None,None,None,None,None,None
2459,None,None,None,None,None,None,None,None
2460,None,None,None,None,None,None,None,None
2461,None,None,None,None,None,None,None,None
2462,None,None,None,None,None,None,None,None
2463,CC1=CC(C)=C(C)C(O)=C1C,InChIKey=KLAQSPUVCDBEGF-UHFFFAOYSA-N,Organic compounds,Benzenoids,Phenols,Cresols,Ortho cresols,Aromatic homomonocyclic compounds
2464,None,None,None,None,None,None,None,None
2465,None,None,None,None,None,None,None,None
2466,COC(N)COCCOCCOCCOCCOCCOCCO,InChIKey=KJWKKHUBABXGJQ-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Aliphatic acyclic compounds
2467,None,None,None,None,None,None,None,None
2468,CC1(C)CCC(=O)CCCCC2=CC1OC2=O,InChIKey=RILYFCVIIJLJJT-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Dihydrofurans,Furanones,Butenolides,Aliphatic heteropolycyclic compounds
2469,None,None,None,None,None,None,None,None
2470,OCCOCCOCCOCCOCC(O)CC(O)=O,InChIKey=IDZUNNKUBMNCHN-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Aliphatic acyclic compounds
2471,OC(COC(=O)CCCCCCCCC=C)COP(O)(O)=O,InChIKey=ZLJMPBBWCWJLFR-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates,1-acylglycerol-3-phosphates,Aliphatic acyclic compounds
2472,None,None,None,None,None,None,None,None
2473,C,InChIKey=VNWKTOKETHGBQD-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,Aliphatic acyclic compounds
2474,CCCCCC(O)C(CCCC)C(=O)OCC(O)CO,InChIKey=QETHOAFFCHXLTM-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Fatty alcohols,Aliphatic acyclic compounds
2475,None,None,None,None,None,None,None,None
2476,None,None,None,None,None,None,None,None
2477,None,None,None,None,None,None,None,None
2478,None,None,None,None,None,None,None,None
2479,None,None,None,None,None,None,None,None
2480,None,None,None,None,None,None,None,None
2481,None,None,None,None,None,None,None,None
2482,CC1CC(O)C2(C)C1C(C)CC1OC(=O)C(=C)C1C2OC(C)=O,InChIKey=FOGOKKRFWKCVQL-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Sesquiterpene lactones,Aliphatic heteropolycyclic compounds
2483,None,None,None,None,None,None,None,None
2484,None,None,None,None,None,None,None,None
2485,None,None,None,None,None,None,None,None
2486,None,None,None,None,None,None,None,None
2487,CCCC(=O)OC1CC2CCC1(N2[O])N1C=CN=C1,InChIKey=FTVPLRQIONPXNE-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Aromatic heteropolycyclic compounds
2488,CCCCCC(O)CCC=CCCCCCCCC(N)=O,InChIKey=JTGJQBKWUPGTRH-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty amides,Aliphatic acyclic compounds
2489,COCCOCCOCCOCCOCCOCCOCCOCCOCCN,InChIKey=FYQAZBUDEOSOFG-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,Aliphatic acyclic compounds
2490,None,None,None,None,None,None,None,None
2491,CCCCCCCCCCCCCCC(O)C(O)C(CO)NC(=O)C(C)O,InChIKey=QBAZFKCJTJRSEL-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Sphingolipids,Ceramides,Phytoceramides,Aliphatic acyclic compounds
2492,None,None,None,None,None,None,None,None
2493,None,None,None,None,None,None,None,None
2494,NOCCOCCOCCOCCOCCOCCO,InChIKey=WFLPERDOLCINPK-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Aliphatic acyclic compounds
2495,None,None,None,None,None,None,None,None
2496,None,None,None,None,None,None,None,None
2497,None,None,None,None,None,None,None,None
2498,C,InChIKey=VNWKTOKETHGBQD-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,Aliphatic acyclic compounds
2499,None,None,None,None,None,None,None,None
2500,None,None,None,None,None,None,None,None
2501,None,None,None,None,None,None,None,None
2502,None,None,None,None,None,None,None,None
2503,None,None,None,None,None,None,None,None
2504,None,None,None,None,None,None,None,None
2505,None,None,None,None,None,None,None,None
2506,None,None,None,None,None,None,None,None
2507,NC(CC1CCCCC1)C(N)=O,InChIKey=RIMQFSSKEWEZKE-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides,Aliphatic homomonocyclic compounds
2508,None,None,None,None,None,None,None,None
2509,None,None,None,None,None,None,None,None
2510,CCCC(=O)OCCOCCOCCOC(=O)CCC,InChIKey=AJMJPGWUPHIMKQ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Aliphatic acyclic compounds
2511,None,None,None,None,None,None,None,None
2512,CCCCCC(=O)C=CC1C(O)CC(O)C1CCCCCCC(O)=O,InChIKey=QPXXPLNAYDQELM-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,Aliphatic homomonocyclic compounds
2513,None,None,None,None,None,None,None,None
2514,None,None,None,None,None,None,None,None
2515,None,None,None,None,None,None,None,None
2516,CC1CCC2C3CCC(=O)C3(C)CCC2C1(C)CCC(O)=O,InChIKey=XNMDMYZMOIEZBI-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,Aliphatic homopolycyclic compounds
2517,CCCCCC(=O)C=CC1C=CC(=O)C1CCCCCCC(O)=O,InChIKey=YKXHFAJZOFTAOC-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,Aliphatic homomonocyclic compounds
2518,CC1(C)CCC(=O)CCCCC2=CC1OC2=O,InChIKey=RILYFCVIIJLJJT-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Dihydrofurans,Furanones,Butenolides,Aliphatic heteropolycyclic compounds
2519,None,None,None,None,None,None,None,None
2520,None,None,None,None,None,None,None,None
2521,None,None,None,None,None,None,None,None
2522,None,None,None,None,None,None,None,None
2523,CCCCCC=CCC(O)C(COC1OC(CO)C(O)C(O)C1O)N=C(O)C(C)(O)CC=CCCCCC,InChIKey=BIKDUZIBFQKKLW-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Aliphatic heteromonocyclic compounds
2524,[H]C12CCC(=O)C=C1CCC1([H])C(C)(CCCC21C)C(O)=O,InChIKey=DXXGHDAWCPTRPU-UHFFFAOYSA-N,Organic compounds,Benzenoids,Phenanthrenes and derivatives,Hydrophenanthrenes,Hydrophenanthrenes,Aliphatic homopolycyclic compounds
2525,None,None,None,None,None,None,None,None
2526,CCCCCC(O)C=CCCCCCCCC(O)=O,InChIKey=JXWASSOXIPAXFH-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
2527,COC(=O)C(C)C1CCC2(C)CCC(=O)C(C)=C2C1,InChIKey=FTOXNMDBPIADPU-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,"Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids",Aliphatic homopolycyclic compounds
2528,None,None,None,None,None,None,None,None
2529,COC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(C)=O,InChIKey=PCUZEJRWQDXVDA-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Aliphatic acyclic compounds
2530,None,None,None,None,None,None,None,None
2531,None,None,None,None,None,None,None,None
2532,None,None,None,None,None,None,None,None
2533,None,None,None,None,None,None,None,None
2534,None,None,None,None,None,None,None,None
2535,None,None,None,None,None,None,None,None
2536,None,None,None,None,None,None,None,None
2537,None,None,None,None,None,None,None,None
2538,CCCCCC(O)C(CC=CCC=CCC=CCCCC(O)=O)OP(O)(O)=O,InChIKey=LONQEKULLHVETG-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Hydroxyeicosatrienoic acids,Aliphatic acyclic compounds
2539,COC(=O)CC(C1=C(O)CC(C)CC1=O)C1=C(O)CC(C)CC1=O,InChIKey=GQBUKQRZRQUJNG-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Sesquiterpenoids,Aliphatic homomonocyclic compounds
2540,None,None,None,None,None,None,None,None
2541,C1CCCCCCPPOOCCCCC1,InChIKey=ZPLJQKVQLQGCBI-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Phosphacyclic compounds,,Phosphacyclic compounds,Aliphatic heteromonocyclic compounds
2542,CCCC(O)=NCCOCCNC1=NC=NC2=C1N=CN2C1OC(CO)C(O)C1O,InChIKey=LFVCCRKQXCDYBY-UHFFFAOYSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,,Purine nucleosides,Aromatic heteropolycyclic compounds
2543,CCCCCC(CCC1C(CC(OC(C)=O)C1CCC(=O)OC)OC(C)=O)=NOC,InChIKey=JRKJLZCRFNWRLQ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,Aliphatic homomonocyclic compounds
2544,None,None,None,None,None,None,None,None
2545,None,None,None,None,None,None,None,None
2546,CC(O)C(NC(=O)C(NC(=O)C(N)CC1=CC=CC=C1)C(C)O)C(O)=O,InChIKey=YFXXRYFWJFQAFW-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,Aromatic homomonocyclic compounds
2547,COC(=O)C1(C)CCC(O)C2(C)C1CC(OC(C)=O)C1=C2C(O)CC(C)(C=C)C1O,InChIKey=OKEBEOPRWZEJIC-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,Aliphatic homopolycyclic compounds
2548,None,None,None,None,None,None,None,None
2549,None,None,None,None,None,None,None,None
2550,CC(C)=C(CCC1C(=O)CCC2C1(C)CCCC2(C)C(O)=O)C=O,InChIKey=JWQFSZPHDJUDSP-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Enals,Aliphatic homopolycyclic compounds
2551,None,None,None,None,None,None,None,None
2552,CCCCCCCC(=O)NCC(O)CNC(=O)CCCCCCC,InChIKey=LYMNDWKZMXKZHF-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,Aliphatic acyclic compounds
2553,None,None,None,None,None,None,None,None
2554,None,None,None,None,None,None,None,None
2555,None,None,None,None,None,None,None,None
2556,C,InChIKey=VNWKTOKETHGBQD-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,Aliphatic acyclic compounds
2557,None,None,None,None,None,None,None,None
2558,CCCCC(N)C(O)=NC(CCCNC(N)=N)C(O)=NC(CCCC)C(O)=NC(CCCC)C=O,InChIKey=YGMJTICZTHXHLA-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Aliphatic acyclic compounds
2559,OC(=O)C(=C)CCCCCCCCCCCOP(O)(O)=O,InChIKey=KNQLCSVMABUIPY-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
2560,CCCCCCCCCCCCCCCC(=O)NC(C)CO,InChIKey=RYVPKPNOVYCJAP-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,Aliphatic acyclic compounds
2561,NCCOCCOCCOCCOCCOCCOCCOCCOCCC(O)=O,InChIKey=YLKOHZCQTVYVDB-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids,Aliphatic acyclic compounds
2562,None,None,None,None,None,None,None,None
2563,OCCCCC(CCCO)CCCCO,InChIKey=XNBQVEPQUGUSGZ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Fatty alcohols,Aliphatic acyclic compounds
2564,None,None,None,None,None,None,None,None
2565,None,None,None,None,None,None,None,None
2566,CCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)NC,InChIKey=PKVGEVNBFWCWMN-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Secondary carboxylic acid amides,Aliphatic acyclic compounds
2567,CC(C)CC(=O)OC1C2C(OC(=O)C2=C)C=C(C)CCC(=O)C(C)(O)C1O,InChIKey=VETWZBJPLQREBF-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Germacranolides and derivatives,Aliphatic heteropolycyclic compounds
2568,None,None,None,None,None,None,None,None
2569,None,None,None,None,None,None,None,None
2570,OC(C=CC1CCC(=O)N1CCCCCCC(O)=O)C1CCCCC1,InChIKey=RSHHWIMRRJFJJN-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,Aliphatic heteromonocyclic compounds
2571,None,None,None,None,None,None,None,None
2572,None,None,None,None,None,None,None,None
2573,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN,InChIKey=JVILNPVFPORAFH-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,Aliphatic acyclic compounds
2574,COCCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCC(CO)CO,InChIKey=RURPRHHPTKEDDT-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,Aliphatic acyclic compounds
2575,None,None,None,None,None,None,None,None
2576,CC1CC(COC2=CC=C(CC(NC(=O)C(C)=C)C(O)=O)C=C2)CC(C)C1OC(C)=O,InChIKey=SHGUKIDKAUEFBB-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives,Aromatic homomonocyclic compounds
2577,None,None,None,None,None,None,None,None
2578,CCCCCC=CCC=CCC=CCC=CCC=CCCCCC(O)=O,InChIKey=VENRYLMOFDSSDJ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Very long-chain fatty acids,Aliphatic acyclic compounds
2579,CCCCCCCCC=CCCCCCCCCOCC(O)COP(O)(=O)OCCN,InChIKey=CDONWGCJDDHTLP-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,Monoalkylglycerophosphoethanolamines,Aliphatic acyclic compounds
2580,None,None,None,None,None,None,None,None
2581,None,None,None,None,None,None,None,None
2582,CCCC(=O)OP(OC(=O)CCC)C1=CC=CC=C1,InChIKey=VXSCCRBDMQELDV-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,,Benzene and substituted derivatives,Aromatic homomonocyclic compounds
2583,None,None,None,None,None,None,None,None
2584,None,None,None,None,None,None,None,None
2585,None,None,None,None,None,None,None,None
2586,CC(O)COC(=O)CCCCCCCC(=O)OCC(C)O,InChIKey=HILXNQDVXRHFJW-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Aliphatic acyclic compounds
