	rank	#adducts	#predictedFPs	Confidence_Score	CSI:FingerID_Score	Zodiac_Score	TreeIsotope_Score	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	id	Original_Path	scan	sirius_id	experimentName
721	722	3	3	0.2547990028356230	-166.51046691288400	1.0	215.58730420140000	C20H24O9	[M + H]+	FPUXKXIZEIDQKW	"InChI=1S/C20H24O9/c1-7-12(22)26-10-6-17-9-5-8(16(2,3)4)18(17)11(21)13(23)28-15(18)29-20(17,14(24)27-9)19(7,10)25/h7-11,15,21,25H,5-6H2,1-4H3"	Ginkgolide A	CC1C(=O)OC2C1(C34C(=O)OC5C3(C2)C6(C(C5)C(C)(C)C)C(C(=O)OC6O4)O)O		115221;441293;5281046;6325203;6419993;6604345;6604663;9909368;10431574;11876970;11876971;12989697;15940178;15978556;15944765;15965401;16406429;16759509;16760082;20021754;20021755;21456154;21725806;21733097;22829097;23304388;23307235;23307248;23817960;24883855;24883856;24883857;25200020;25886213;25886214;25886215;25886216;40480625;45358009;45783082;46783823;51655955;57745263;66509049;66524188;70972360;73438931;73758749;73759793;78358336;98044223;98044224;98085803;98071355;98071356;98071357;98071358;102004392;122361603;124461564;124629545;124629546;124629547;124526003;124526004;124523191;124800321;124800322;125463031;125463032;129010090;129010367;129316869;129383778;129449831;129600776;129600777;129600778;129600779;129629036;129606918;129606919;129606920;131705699;132470876;133053825;134692168	HMDB:(36862);KNApSAcK:(3429);Natural Products:(UNPD21145 UNPD50918 UNPD73489 UNPD126983 UNPD146762);PubChem:(115221 441293 5281046 6325203 6419993 6604345 6604663 9909368 10431574 11876970 11876971 12989697 15940178 15978556 15944765 15965401 16406429 16759509 16760082 20021754 20021755 21456154 21725806 21733097 22829097 23304388 23307235 23307248 23817960 24883855 24883856 24883857 25200020 25886213 25886214 25886215 25886216 40480625 45358009 45783082 46783823 51655955 57745263 66509049 66524188 70972360 73438931 73758749 73759793 78358336 98044223 98044224 98085803 98071355 98071356 98071357 98071358 102004392 122361603 124461564 124629545 124629546 124629547 124526003 124526004 124523191 124800321 124800322 125463031 125463032 129010090 129010367 129316869 129383778 129449831 129600776 129600777 129600778 129600779 129629036 129606918 129606919 129606920 131705699 132470876 133053825 134692168);CHEBI:(95143 5355);ZINC bio:(ZINC04245649 ZINC04245650);MeSH:(115221 441293 6419993 9909368 10431574 12989697 15978556 21725806 23817960 24883856 45358009 46783823 66524188 78358336 102004392 129010090 129316869 132470876 134692168);KEGG:(C07601);GNPS:(CCMSLIB00000078395);Training Set:(null);PubMed:(null)	61950	721	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	9474	7747_spectrumfile-00000_9474	9474
722	723	1	1	0.25475178789557800	-260.3121033670830	0.9989949748743720	46.15455257025800	C28H48N2O7	[M + H]+	QIIWFZNCWCBNBA	"InChI=1S/C28H48N2O7/c1-27(2,3)36-25(33)29-21(17-19-13-9-7-10-14-19)23(31)35-24(32)22(18-20-15-11-8-12-16-20)30-26(34)37-28(4,5)6/h19-22H,7-18H2,1-6H3,(H,29,33)(H,30,34)"		CC(C)(C)OC(=O)NC(CC1CCCCC1)C(=O)OC(=O)C(CC2CCCCC2)NC(=O)OC(C)(C)C		10554077	PubChem:(10554077)	2	722	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	867	807_spectrumfile-00000_867	867
723	724	4	4	0.2543484003093860	-123.28145293795800	0.9994974874371860	42.5014062826856	C25H48N2O4	[M + H]+	YRRBAYMMAZLFRP	"InChI=1S/C25H48N2O4/c1-3-5-7-9-11-13-15-19-23(28)26-21-17-18-22(25(30)31)27-24(29)20-16-14-12-10-8-6-4-2/h22H,3-21H2,1-2H3,(H,26,28)(H,27,29)(H,30,31)"		CCCCCCCCCC(=O)NCCCC(C(=O)O)NC(=O)CCCCCCCCC		54523763	PubChem:(54523763)	2	723	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	6312	5431_spectrumfile-00000_6312	6312
724	725	1	1	0.2537326786116630	-270.9275312485690	1.0	72.76739039729060	C28H55N5O5	[M + H]+	RXRSGILDOUTHPH	"InChI=1S/C28H55N5O5/c1-3-5-6-7-8-9-10-11-14-20-25(34)30-21-18-15-19-24(26(35)38-4-2)33-28(37)32-23-17-13-12-16-22-31-27(29)36/h24H,3-23H2,1-2H3,(H,30,34)(H3,29,31,36)(H2,32,33,37)"		CCCCCCCCCCCC(=O)NCCCCC(C(=O)OCC)NC(=O)NCCCCCCNC(=O)N		102468606	PubChem:(102468606)	2	724	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	3241	2891_spectrumfile-00000_3241	3241
725	726	2	2	0.2536382352811420	-157.39934085122100	0.9994974874371860	52.898139608982800	C18H34O12	[M + H]+	ZCQFQHHORAFPCP	"InChI=1S/C18H34O12/c19-7-9-11(21)13(23)15(25)17(29-9)27-5-3-1-2-4-6-28-18-16(26)14(24)12(22)10(8-20)30-18/h9-26H,1-8H2"	"(3R,4S,6R)-2-(hydroxymethyl)-6-[6-[(2S,4R,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexoxy]oxane-3,4,5-triol"	C(CCCOC1C(C(C(C(O1)CO)O)O)O)CCOC2C(C(C(C(O2)CO)O)O)O		59760914;71070099	PubChem:(59760914 71070099)	2	725	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5817	4992_spectrumfile-00000_5817	5817
726	727	1	2	0.2536132632591010	-142.13631936198500	0.985427135678392	63.65480589379890	C16H27N3O6	[M + H]+	GXMXPCXXKVWOSM	"InChI=1S/C16H27N3O6/c1-3-9(2)13(18-14(22)10(17)6-7-12(20)21)15(23)19-8-4-5-11(19)16(24)25/h9-11,13H,3-8,17H2,1-2H3,(H,18,22)(H,20,21)(H,24,25)"	1-[2-[(2-amino-4-carboxybutanoyl)amino]-3-methylpentanoyl]pyrrolidine-2-carboxylic acid	CCC(C)C(C(=O)N1CCCC1C(=O)O)NC(=O)C(CCC(=O)O)N		18220310	PubChem:(18220310)	2	726	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8026	6766_spectrumfile-00000_8026	8026
727	728	1	8	0.25335146864995900	-157.20625680964800	0.013567839195979900	52.444564101703	C34H60O6	[M + K]+	JQSRFIQHBVLYLH	"InChI=1S/C34H60O6/c1-3-28(2)18-16-17-27-34(37)40-31(23-12-6-14-25-32(35)38-29-19-8-4-9-20-29)24-13-7-15-26-33(36)39-30-21-10-5-11-22-30/h28-31H,3-27H2,1-2H3"		CCC(C)CCCCC(=O)OC(CCCCCC(=O)OC1CCCCC1)CCCCCC(=O)OC2CCCCC2		123484747	PubChem:(123484747)	2	727	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	3339	2985_spectrumfile-00000_3339	3339
728	729	1	1	0.2531495075656920	-113.74974022067500	1.0	46.065932515933900	C13H25NO5	[M + H]+	VYEONLJQPYRKAN	"InChI=1S/C13H25NO5/c1-5-6-10(15)7-13(18)19-11(8-12(16)17)9-14(2,3)4/h10-11,15H,5-9H2,1-4H3/p+1"	Hydroxyhexanoycarnitine	CCCC(CC(=O)OC(CC(=O)O)C[N+](C)(C)C)O		53481624;53481625;76043853;76043854;131801513;131801514	PubChem:(53481624 53481625 76043853 76043854 131801513 131801514);CHEBI:(88772)	34	728	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8429	7040_spectrumfile-00000_8429	8429
729	730	1	1	0.253133282834534	-97.7055532938365	1.0	110.53995445909800	C15H22N2O4	[M + H]+	AUEJLPRZGVVDNU	"InChI=1S/C15H22N2O4/c1-9(2)7-13(15(20)21)17-14(19)12(16)8-10-3-5-11(18)6-4-10/h3-6,9,12-13,18H,7-8,16H2,1-2H3,(H,17,19)(H,20,21)"	Tyrosylleucine	CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)N		87071;4466134;7009561;61158063;61725835;67313913;92259273;92259274;102185128;103869061;103869070	HMDB:(29109);Natural Products:(UNPD167530);PubChem:(87071 4466134 7009561 61158063 61725835 67313913 92259273 92259274 102185128 103869061 103869070);CHEBI:(75003);ZINC bio:(ZINC02384781);MeSH:(87071 4466134);Training Set:(null);PubMed:(null)	57582	729	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	3907	3398_spectrumfile-00000_3907	3907
730	731	4	11	0.2529790783929630	-226.14037309086400	0.049246231155778900	40.19725566423170	C17H19N7O4	[M + H3N + H]+	JGEILMNKWWGJFD	"InChI=1S/C17H19N7O4/c18-14-11-15(22-17(21-14)23-20-6-9-4-2-1-3-5-9)24(8-19-11)16-13(27)12(26)10(7-25)28-16/h1-5,8,10,12-13,16,25-27H,6-7H2,(H2,18,21,22)"		C1=CC=C(C=C1)CN=NC2=NC3=C(C(=N2)N)N=CN3C4C(C(C(O4)CO)O)O		57157467;91930311	PubChem:(57157467 91930311)	2	730	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	6268	5387_spectrumfile-00000_6268	6268
731	732	2	2	0.2529337647503760	-25.475327479292000	1.0	164.57114877638500	C17H34O4	[M + H]+	DCBSHORRWZKAKO	"InChI=1S/C17H34O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(20)21-15-16(19)14-18/h16,18-19H,2-15H2,1H3"	Monomyristin	CCCCCCCCCCCCCC(=O)OCC(CO)O		79050;10957631;71598539	HMDB:(11561);ZINC bio:(ZINC32840883 ZINC32840884);MeSH:(79050 10957631);PubMed:(null);KNApSAcK:(49929);Natural Products:(UNPD89190);PubChem:(79050 10957631 71598539);YMDB Mine:(null);CHEBI:(75567 75562 75537 75536);EcoCyc Mine:(null);Training Set:(null);Biocyc:(CPD-20406);KEGG Mine:(null)	60129601790	731	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	3944	3434_spectrumfile-00000_3944	3944
732	733	1	2	0.25273928430598800	-143.61526753448200	0.01457286432160800	116.01455571775100	C11H24NO2P	[M + H]+	CEQJXYWPENAXQN	"InChI=1S/C11H24NO2P/c12-8-4-9-15(13,14)10-7-11-5-2-1-3-6-11/h11H,1-10,12H2,(H,13,14)"		C1CCC(CC1)CCP(=O)(CCCN)O		10105390	PubChem:(10105390);PubMed:(null)	66	732	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	182	172_spectrumfile-00000_182	182
733	734	1	1	0.25257553457110800	-175.78464269400500	1.0	233.8625755101680	C37H70O8	[M + H]+	AJXODJSQPRBNNS	"InChI=1S/C37H70O8/c1-2-3-4-5-6-7-8-9-10-11-12-17-22-27-35(40)43-32-34(45-37(42)29-24-19-14-16-21-26-31-39)33-44-36(41)28-23-18-13-15-20-25-30-38/h34,38-39H,2-33H2,1H3"		CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCO)OC(=O)CCCCCCCCO		102157880	PubChem:(102157880)	2	733	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4810	4290_spectrumfile-00000_4810	4810
734	735	1	1	0.25255124516348900	-207.8667079718230	0.9979899497487440	53.08153337188630	C30H42O11	[M + Na]+	LBRJFDBQNUVAGM	"InChI=1S/C30H42O11/c1-15(2)19-5-7-29(37,13-31)23-22(19)10-18(12-40-27(23)35)26(34)41-14-30(38)8-6-20(16(3)4)21-9-17(25(32)33)11-39-28(36)24(21)30/h9-10,15-16,19-24,31,37-38H,5-8,11-14H2,1-4H3,(H,32,33)"		CC(C)C1CCC(C2C1C=C(COC2=O)C(=O)OCC3(CCC(C4C3C(=O)OCC(=C4)C(=O)O)C(C)C)O)(CO)O		134745932	PubChem:(134745932);Training Set:(null)	16386	734	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4759	4239_spectrumfile-00000_4759	4759
735	736	1	9	0.2523173679535780	-267.84219954951900	0.11306532663316600	32.15087082101720	C27H29N3O8	[M + H]+	ILISJTWDGJXDRQ	"InChI=1S/C27H29N3O8/c31-24-7-3-1-5-20(24)14-28(17-26(33)34)16-23(13-19-9-11-22(12-10-19)30(37)38)29(18-27(35)36)15-21-6-2-4-8-25(21)32/h1-12,23,31-32H,13-18H2,(H,33,34)(H,35,36)"		C1=CC=C(C(=C1)CN(CC(CC2=CC=C(C=C2)[N+](=O)[O-])N(CC3=CC=CC=C3O)CC(=O)O)CC(=O)O)O		58599584	PubChem:(58599584)	2	735	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	2257	2023_spectrumfile-00000_2257	2257
736	737	1	1	0.2522279516991020	-38.67542974266310	1.0	39.64972942595160	C10H15NO2S	[M + H]+	IPRJXAGUEGOFGG	"InChI=1S/C10H15NO2S/c1-2-3-9-11-14(12,13)10-7-5-4-6-8-10/h4-8,11H,2-3,9H2,1H3"	Uniplex 214	CCCCNS(=O)(=O)C1=CC=CC=C1		19241	KNApSAcK:(41687);Natural Products:(UNPD43555);PubChem:(19241);CHEBI:(44237);Maconda:(CON00047);ZINC bio:(ZINC01666831);MeSH:(19241);Training Set:(null);PubMed:(null)	58614	736	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	1310	1093_spectrumfile-00000_1310	1310
737	738	3	3	0.2522056413106050	-44.60333204008540	1.0	149.54144889987900	C19H36O4	[M - H2O + H]+	KVYUBFKSKZWZSV	"InChI=1S/C19H36O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)23-17-18(21)16-20/h7-8,18,20-21H,2-6,9-17H2,1H3"	Monopalmitolein	CCCCCCC=CCCCCCCCC(=O)OCC(CO)O		3377134;5808324;9883914;53301862;53480976;71627386;87854564	HMDB:(11565);PubChem:(3377134 5808324 9883914 53301862 53480976 71627386 87854564);YMDB Mine:(null);CHEBI:(133596);MeSH:(53301862);Training Set:(null);PubMed:(null)	34359754990	737	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	2474	2192_spectrumfile-00000_2474	2474
738	739	1	5	0.2521575494452810	-187.32894700189800	0.2557788944723620	6.27863923174898	C28H52O16	[M - H2O + H]+	ROGNVPBGQZPQSM	"InChI=1S/C28H52O16/c1-33-20-17(32)14(8-11-29)40-27(23(20)36-4)43-19-16(10-13-31)42-28(25(38-6)22(19)35-3)44-18-15(9-12-30)41-26(39-7)24(37-5)21(18)34-2/h14-32H,8-13H2,1-7H3"		COC1C(C(OC(C1OC)OC2C(OC(C(C2OC)OC)OC3C(OC(C(C3OC)OC)OC)CCO)CCO)CCO)O		89605341	PubChem:(89605341)	2	738	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	2338	2102_spectrumfile-00000_2338	2338
739	740	1	1	0.25215732009297300	-118.54122275636900	1.0	73.79528991449140	C23H48O7	[M + H]+	BTQUOWVAMDIUFX	"InChI=1S/C23H48O7/c1-2-3-4-5-6-7-8-9-10-11-13-29-21-23(25)22-30-20-19-28-18-17-27-16-15-26-14-12-24/h23-25H,2-22H2,1H3"	1-dodecoxy-3-[2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethoxy]propan-2-ol	CCCCCCCCCCCCOCC(COCCOCCOCCOCCO)O		18348219	PubChem:(18348219)	2	739	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	6917	5931_spectrumfile-00000_6917	6917
740	741	3	3	0.25204094178806300	-114.47457653688300	1.0	73.91879445800270	C25H46O8	[M - H4O2 + H]+	XWZNHYLSKLOAPE	"InChI=1S/C25H46O8/c1-2-3-4-5-10-15-23(28)31-20-22(33-25(30)17-12-7-9-14-19-27)21-32-24(29)16-11-6-8-13-18-26/h22,26-27H,2-21H2,1H3"		CCCCCCCC(=O)OCC(COC(=O)CCCCCCO)OC(=O)CCCCCCO		130207151	PubChem:(130207151)	2	740	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	689	646_spectrumfile-00000_689	689
741	742	3	7	0.251953049722204	-272.1302440036670	0.41557788944723600	239.65201108317100	C31H30O13	[M + H]+	LDJRSNLBPZHGEO	"InChI=1S/C31H30O13/c32-17-12-20(35)24-21(13-17)42-29(16-9-10-18(33)19(34)11-16)30(26(24)38)44-31-28(40)27(39)25(37)22(43-31)14-41-23(36)8-4-7-15-5-2-1-3-6-15/h1-3,5-6,9-13,22,25,27-28,31-35,37,39-40H,4,7-8,14H2"		C1=CC=C(C=C1)CCCC(=O)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O		101771947	PubChem:(101771947)	2	741	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4771	4251_spectrumfile-00000_4771	4771
742	743	1	2	0.2514251873222060	-172.09537288887200	0.9753768844221110	30.369456112915000	C32H58O9	[M + Na]+	SQVSYBCPLOILLB	"InChI=1S/C32H58O9/c1-5-9-12-14-17-20-29(33)38-25-27(40-31(35)19-8-4)23-37-24-28(41-32(36)22-16-11-7-3)26-39-30(34)21-18-15-13-10-6-2/h27-28H,5-26H2,1-4H3"		CCCCCCCC(=O)OCC(COCC(COC(=O)CCCCCCC)OC(=O)CCCCC)OC(=O)CCC		88406092	PubChem:(88406092)	2	742	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5473	4722_spectrumfile-00000_5473	5473
743	744	3	3	0.2507154350958180	-23.961800547813900	1.0	66.6162397067434	C18H37NO2	[M + H]+	WWUZIQQURGPMPG	"InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h14-15,17-18,20-21H,2-13,16,19H2,1H3"	Sphingoid	CCCCCCCCCCCCCC=CC(C(CO)N)O		1104;31270;444299;447699;5326412;5280335;5353955;5496506;6604741;10086129;11001179;11055783;11130338;12359052;12359053;45040415;46878424;54453873;56610175;56846184;57351389;57369453;60128164;86289431;87700059;91427256;102601622;123484476;129856538;129887207;131846122;133687152	HMDB:(252 62807);ZINC bio:(ZINC08195649 ZINC08195650);MeSH:(5280335);GNPS:(CCMSLIB00000077202 CCMSLIB00000084972);Plantcyc:(SPHINGOSINE);PubMed:(null);Natural Products:(UNPD29400 UNPD57022 UNPD118526);PubChem:(1104 31270 444299 447699 5326412 5280335 5353955 5496506 6604741 10086129 11001179 11055783 11130338 12359052 12359053 45040415 46878424 54453873 56610175 56846184 57351389 57369453 60128164 86289431 87700059 91427256 102601622 123484476 129856538 129887207 131846122 133687152);CHEBI:(77956 57756 46967 46965 46964 46962 45719 26743 16393);KEGG:(C00319);YMDB:(190);Training Set:(null);Biocyc:(SPHINGOSINE)	260590	743	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	379	354_spectrumfile-00000_379	379
744	745	1	2	0.2506085048648680	-15.700477295322200	0.9819095477386940	23.443318416771100	C5H5N5O	[M + H]+	UYTPUPDQBNUYGX	"InChI=1S/C5H5N5O/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)"	Dew Pearl	C1=NC2=C(N1)C(=O)N=C(N2)N		764;3810694;11744815;13732649;16212028;40488540;54379226;59167857;66698711;71317168;71317169;100939224;101160902;101209860;101209861;101924119;129736728;131667933;131668067	HMDB:(132);ZINC bio:(ZINC00895129);HSDB:(73-40-5);MeSH:(764);Plantcyc:(GUANINE);PubMed:(null);KNApSAcK:(1501);Natural Products:(UNPD47403);PubChem:(764 3810694 11744815 13732649 16212028 40488540 54379226 59167857 66698711 71317168 71317169 100939224 101160902 101209860 101209861 101924119 129736728 131667933 131668067);CHEBI:(16235);KEGG:(C00242);YMDB:(698);Training Set:(null);Biocyc:(GUANINE SMA-0000458)	257022	744	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	3614	3123_spectrumfile-00000_3614	3614
745	746	4	4	0.2504635437532380	-89.17287529575950	0.9994974874371860	29.93227096991010	C8H7N5O2	[M + H]+	TWXFIFXNZJGVII	"InChI=1S/C8H7N5O2/c1-15-3-2-13-4-10-5-6(13)11-8(9)12-7(5)14/h4H,1H3,(H3,9,11,12,14)"		COC#CN1C=NC2=C1NC(=NC2=O)N		67748101	PubChem:(67748101)	2	745	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5268	4524_spectrumfile-00000_5268	5268
746	747	1	1	0.2501600533001910	-148.5888440935960	1.0	76.91901762268580	C17H22O3	[M + H]+	UWNIXMBEQMZDTQ	"InChI=1S/C17H22O3/c1-10-12-8-9-17(3)14(13(12)4-6-15(10)19)5-7-16(17)20-11(2)18/h8-9,13-14,16H,4-7H2,1-3H3"	"[(3R,3aR)-3a,6-dimethyl-7-oxo-2,3,8,9,9a,9b-hexahydro-1H-cyclopenta[a]naphthalen-3-yl] acetate"	CC1=C2C=CC3(C(C2CCC1=O)CCC3OC(=O)C)C		13084383	PubChem:(13084383)	2	746	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	2614	2318_spectrumfile-00000_2614	2614
747	748	1	3	0.24996915320676800	-275.9489124680510	0.02613065326633170	62.10792682294750	C32H57N3O8	[M + H]+	DQAIQNOVYVZYHI	"InChI=1S/C32H57N3O8/c1-5-6-7-8-9-10-11-12-13-14-15-18-24(23-27(33)36)42-30(40)25(19-16-21-28(37)38)34-29(39)26-20-17-22-35(26)31(41)43-32(2,3)4/h24-26H,5-23H2,1-4H3,(H2,33,36)(H,34,39)(H,37,38)"		CCCCCCCCCCCCCC(CC(=O)N)OC(=O)C(CCCC(=O)O)NC(=O)C1CCCN1C(=O)OC(C)(C)C		70293460;70293463	PubChem:(70293460 70293463)	2	747	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	3351	2997_spectrumfile-00000_3351	3351
748	749	1	1	0.2498639592350680	-227.8323945310250	0.9954773869346730	61.51760080238590	C32H59NO9	[M + H]+	JSXYEFPERBRGSI	"InChI=1S/C32H59NO9/c1-29(34)27-41-25-24-40-22-20-33-31(36)28-42-26-23-39-21-16-18-30(35)17-14-12-10-8-6-4-2-3-5-7-9-11-13-15-19-32(37)38/h2-28H2,1H3,(H,33,36)(H,37,38)"		CC(=O)COCCOCCNC(=O)COCCOCCCC(=O)CCCCCCCCCCCCCCCCC(=O)O		58249227	PubChem:(58249227)	2	748	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	977	909_spectrumfile-00000_977	977
749	750	1	1	0.24966094316276200	-317.52104425963200	0.9994974874371860	15.311335352350500	C27H24N2O11	[M + Na]+	FLQQTGDBDSUMRZ	"InChI=1S/C27H24N2O11/c30-25(37-16-20-6-10-22(11-7-20)28(33)34)14-24(40-27(32)39-18-19-4-2-1-3-5-19)15-26(31)38-17-21-8-12-23(13-9-21)29(35)36/h1-13,24H,14-18H2"		C1=CC=C(C=C1)COC(=O)OC(CC(=O)OCC2=CC=C(C=C2)[N+](=O)[O-])CC(=O)OCC3=CC=C(C=C3)[N+](=O)[O-]		23067889	PubChem:(23067889)	2	749	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	2565	2279_spectrumfile-00000_2565	2565
750	751	1	1	0.2495381267125850	-239.8662466092500	0.0	47.94448364082760	C27H38O12	[M + K]+	VHEIRYSOAGPSSD	"InChI=1S/C27H38O12/c1-13-7-17(28)18(8-14-5-6-15(9-16(13)14)26(2,3)35)38-25-24(34)23(33)22(32)19(39-25)12-37-21(31)11-27(4,36)10-20(29)30/h7-8,15,19,22-25,32-36H,5-6,9-12H2,1-4H3,(H,29,30)"		CC1=CC(=O)C(=CC2=C1CC(CC2)C(C)(C)O)OC3C(C(C(C(O3)COC(=O)CC(C)(CC(=O)O)O)O)O)O		101911886	PubChem:(101911886);PubMed:(null)	66	750	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	7154	6139_spectrumfile-00000_7154	7154
751	752	1	1	0.2494955513267960	-141.55221362124800	1.0	31.62955887509470	C14H27NO4	[M + H]+	VDPCTFWULDLKHT	"InChI=1S/C14H27NO4/c1-5-6-7-8-9-14(18)19-12(10-13(16)17)11-15(2,3)4/h12H,5-11H2,1-4H3/p+1"	Heptanoylcarnitine	CCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C		6426896;6426897	PubChem:(6426896 6426897);CHEBI:(74303)	34	751	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	6981	5977_spectrumfile-00000_6981	6981
752	753	4	4	0.24947967483116100	-188.94199649806900	1.0	47.527087726916700	C17H31NO5S	[M + H]+	MSFFVPZEIXDHGT	"InChI=1S/C17H31NO5S/c1-2-3-6-11-16(19)12-8-10-15-24(22,23)18-14-9-5-4-7-13-17(20)21/h16,18-19H,2-7,9-11,13-15H2,1H3,(H,20,21)"		CCCCCC(C#CCCS(=O)(=O)NCCCCCCC(=O)O)O		88804964	PubChem:(88804964)	2	752	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8027	6767_spectrumfile-00000_8027	8027
753	754	4	4	0.24798430047252300	-262.51145630655200	1.0	55.24949593328590	C32H62N2O8	[M - H4O2 + H]+	DQFJYHJIRXYXAS	"InChI=1S/C32H62N2O8/c1-2-39-25-26-40-24-22-34-31(36)29-42-28-27-41-23-21-33-30(35)19-17-15-13-11-9-7-5-3-4-6-8-10-12-14-16-18-20-32(37)38/h2-29H2,1H3,(H,33,35)(H,34,36)(H,37,38)"		CCOCCOCCNC(=O)COCCOCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)O		89199686	PubChem:(89199686)	2	753	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	3289	2935_spectrumfile-00000_3289	3289
754	755	1	1	0.2475356465871220	-249.34537241222300	1.0	80.90173255382790	C16H29NO7	[M + H]+	FASIZLHQQHFOPS	"InChI=1S/C16H29NO7/c1-2-7-3-11(15(23)16(24)13(7)21)17-10-4-8(5-18)12(20)9(6-19)14(10)22/h3,8-24H,2,4-6H2,1H3"	"6-[[2,4-dihydroxy-3,5-bis(hydroxymethyl)cyclohexyl]amino]-4-ethylcyclohex-4-ene-1,2,3-triol"	CCC1=CC(C(C(C1O)O)O)NC2CC(C(C(C2O)CO)O)CO		60041002	PubChem:(60041002)	2	754	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	1967	1742_spectrumfile-00000_1967	1967
755	756	3	7	0.2474371238674060	-157.58220417282000	0.2582914572864320	77.8011289851566	C36H64O8	[M - H2O + H]+	IFMQJZXPBXDRIR	"InChI=1S/C36H64O8/c1-5-9-10-20-26-31(43-35(39)24-7-3)27-21-18-16-14-12-11-13-15-17-19-22-28-34(38)42-30-32(44-36(40)25-8-4)29-41-33(37)23-6-2/h18,21,31-32H,5-17,19-20,22-30H2,1-4H3"	"2,3-di(butanoyloxy)propyl 15-butanoyloxyhenicos-12-enoate"	CCCCCCC(CC=CCCCCCCCCCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC)OC(=O)CCC		60002708	PubChem:(60002708)	2	755	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	981	913_spectrumfile-00000_981	981
756	757	1	1	0.24697347634229700	-56.168283823744100	1.0	214.91550463366700	C21H36O4	[M + H]+	XQBHBEXBUZDCRY	"InChI=1S/C21H36O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h6-7,9-10,12-13,20,22-23H,2-5,8,11,14-19H2,1H3"	1-g-linolenoyl-glycerol	CCCCCC=CCC=CCC=CCCCCC(=O)OCC(CO)O		25062610;53480978;57211580;101275939;134779411	HMDB:(11569);PubChem:(25062610 53480978 57211580 101275939 134779411);PubMed:(null)	74	756	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	9763	7999_spectrumfile-00000_9763	9763
