,scan,network,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
1912,2431,-1,,,,,
1913,2432,-1,,,,,
1914,2435,-1,,,,,
1915,2436,-1,,,,,
1916,2438,12,Lipids and lipid-like molecules,0.7379310344827587,superclass,58.0,In silico
1917,2439,964,,,,,
1918,2440,-1,,,,,
1919,2441,524,,,,,
1920,2442,89,Lipids and lipid-like molecules,0.7999999999999999,superclass,60.0,In silico
1921,2443,181,Lipids and lipid-like molecules;Sphingolipids,1.0305555555555557,class,72.0,In silico
1922,2444,-1,,,,,
1923,2445,-1,,,,,
1924,2447,-1,,,,,
1925,2448,1064,Lipids and lipid-like molecules,0.9,superclass,5.0,In silico
1926,2449,-1,,,,,
1927,2450,-1,,,,,
1928,2451,160,Organic acids and derivatives;Carboxylic acids and derivatives,0.7142857142857143,class,7.0,In silico
1929,2452,99,Lipids and lipid-like molecules,1.0,superclass,8.0,Library
1930,2453,436,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.0,subclass,2.0,In silico
1931,2455,-1,,,,,
1932,2456,279,Lipids and lipid-like molecules,0.7,superclass,20.0,In silico
1933,2457,96,Organic acids and derivatives,0.6116279069767442,superclass,86.0,In silico
1934,2457,96,Lipids and lipid-like molecules,0.5534883720930233,superclass,86.0,In silico
1935,2458,222,Lipids and lipid-like molecules;Sphingolipids,0.8297297297297297,class,74.0,In silico
1936,2459,1597,Lipids and lipid-like molecules;Prenol lipids,0.7666666666666666,class,3.0,In silico
1937,2460,-1,,,,,
1938,2461,-1,,,,,
1939,2462,795,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",0.9571428571428571,subclass,7.0,In silico
1940,2463,46,Lipids and lipid-like molecules;Glycerolipids;Glycosylglycerols,0.7853932584269663,subclass,89.0,In silico
1941,2464,848,,,,,
1942,2465,1269,Benzenoids;Benzene and substituted derivatives;Benzoic acids and derivatives,1.1,subclass,6.0,In silico
1943,2466,417,Organoheterocyclic compounds;Azoles;Thiadiazoles,1.0,subclass,4.0,In silico
1944,2467,98,Organic acids and derivatives,0.5761904761904761,superclass,21.0,In silico
1945,2467,98,Lipids and lipid-like molecules,0.5761904761904761,superclass,21.0,In silico
1946,2469,-1,,,,,
1947,2472,-1,,,,,
1948,2473,302,Organic acids and derivatives,0.975,superclass,24.0,In silico
1949,2474,25,,,,,
1950,2475,-1,,,,,
1951,2476,2592,Lipids and lipid-like molecules;Sphingolipids;Glycosphingolipids,1.0,subclass,2.0,In silico
1952,2477,-1,,,,,
1953,2478,31,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,1.1,subclass,7.0,Library
1954,2479,-1,,,,,
1955,2480,32,Lipids and lipid-like molecules;Sphingolipids,0.9888888888888888,class,63.0,In silico
1956,2481,-1,,,,,
1957,2482,565,Organic nitrogen compounds;Organonitrogen compounds,1.1,class,19.0,In silico
1958,2485,-1,,,,,
1959,2487,292,Lipids and lipid-like molecules,0.5555555555555556,superclass,18.0,In silico
1960,2489,-1,,,,,
1961,2490,1438,,,,,
1962,2491,1018,Lipids and lipid-like molecules;Sphingolipids,0.8857142857142857,class,14.0,In silico
1963,2492,-1,,,,,
1964,2493,47,Lipids and lipid-like molecules,0.6153846153846154,superclass,52.0,In silico
1965,2494,3341,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,1.0,subclass,2.0,In silico
1966,2496,524,,,,,
1967,2497,126,Organic acids and derivatives,0.5714285714285714,superclass,7.0,In silico
1968,2499,1166,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,0.8,subclass,5.0,In silico
1969,2501,-1,,,,,
1970,2502,-1,,,,,
1971,2503,1018,Lipids and lipid-like molecules;Sphingolipids,0.8857142857142857,class,14.0,In silico
1972,2505,-1,,,,,
1973,2506,99,Lipids and lipid-like molecules,1.0,superclass,8.0,Library
1974,2507,-1,,,,,
1975,2510,-1,,,,,
1976,2514,32,Lipids and lipid-like molecules;Sphingolipids,0.9888888888888888,class,63.0,In silico
1977,2517,497,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",0.9181818181818182,subclass,22.0,In silico
1978,2518,-1,,,,,
1979,2519,126,Organic acids and derivatives,0.5714285714285714,superclass,7.0,In silico
1980,2520,89,Lipids and lipid-like molecules,0.7999999999999999,superclass,60.0,In silico
1981,2521,1079,,,,,
1982,2522,-1,,,,,
1983,2524,96,Organic acids and derivatives,0.6116279069767442,superclass,86.0,In silico
1984,2524,96,Lipids and lipid-like molecules,0.5534883720930233,superclass,86.0,In silico
1985,2527,1008,,,,,
1986,2529,810,Lipids and lipid-like molecules;Prenol lipids,1.0,class,2.0,In silico
1987,2530,85,Organic oxygen compounds,0.6977011494252874,superclass,87.0,In silico
1988,2531,260,,,,,
1989,2533,-1,,,,,
1990,2535,1168,Lipids and lipid-like molecules;Prenol lipids;Retinoids,1.0,subclass,1.0,Library
1991,2536,934,Organic nitrogen compounds;Organonitrogen compounds,1.0,class,7.0,In silico
1992,2538,85,Organic oxygen compounds,0.6977011494252874,superclass,87.0,In silico
1993,2539,524,,,,,
1994,2540,466,Lipids and lipid-like molecules;Fatty Acyls,0.7999999999999999,class,10.0,Library
1995,2541,1129,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,1.0,subclass,2.0,Library
1996,2542,1132,Organic acids and derivatives,0.7,superclass,5.0,In silico
1997,2543,12,Lipids and lipid-like molecules,0.7379310344827587,superclass,58.0,In silico
1998,2544,565,Organic nitrogen compounds;Organonitrogen compounds,1.1,class,19.0,In silico
1999,2545,1455,,,,,
2000,2546,-1,,,,,
2001,2549,-1,,,,,
2002,2550,-1,,,,,
2003,2552,512,,,,,
2004,2553,1574,Lipids and lipid-like molecules;Fatty Acyls;Eicosanoids,1.0,subclass,1.0,Library
2005,2554,-1,,,,,
2006,2555,31,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,1.1,subclass,7.0,Library
2007,2556,754,Lipids and lipid-like molecules;Sphingolipids;Ceramides,0.8,subclass,5.0,In silico
2008,2557,-1,,,,,
2009,2559,-1,,,,,
2010,2560,-1,,,,,
2011,2561,497,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",0.9181818181818182,subclass,22.0,In silico
2012,2562,3151,,,,,
2013,2563,85,Organic oxygen compounds,0.6977011494252874,superclass,87.0,In silico
2014,2564,-1,,,,,
2015,2566,113,Lipids and lipid-like molecules,0.7818181818181817,superclass,22.0,In silico
2016,2567,-1,,,,,
2017,2568,180,,,,,
2018,2570,2578,,,,,
2019,2571,330,,,,,
2020,2572,440,Lipids and lipid-like molecules,0.8021276595744681,superclass,47.0,In silico
2021,2574,-1,,,,,
2022,2575,524,,,,,
2023,2576,25,,,,,
2024,2577,1384,,,,3.0,In silico
2025,2578,-1,,,,,
2026,2579,-1,,,,,
2027,2580,-1,,,,,
2028,2582,-1,,,,,
2029,2583,-1,,,,,
2030,2585,-1,,,,,
2031,2587,396,,,,6.0,In silico
2032,2588,-1,,,,,
2033,2593,2063,"Nucleosides, nucleotides, and analogues;5'-deoxyribonucleosides;5'-deoxy-5'-thionucleosides",1.0,subclass,2.0,In silico
2034,2594,96,Organic acids and derivatives,0.6116279069767442,superclass,86.0,In silico
2035,2594,96,Lipids and lipid-like molecules,0.5534883720930233,superclass,86.0,In silico
2036,2597,25,,,,,
2037,2598,22,Organic nitrogen compounds;Organonitrogen compounds;Quaternary ammonium salts,1.0,subclass,1.0,Library
2038,2599,31,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,1.1,subclass,7.0,Library
2039,2600,-1,,,,,
2040,2602,31,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,1.1,subclass,7.0,Library
2041,2603,-1,,,,,
2042,2604,1727,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.0,subclass,1.0,In silico
2043,2606,-1,,,,,
2044,2608,1269,Benzenoids;Benzene and substituted derivatives;Benzoic acids and derivatives,1.1,subclass,6.0,In silico
2045,2610,721,Lipids and lipid-like molecules;Glycerolipids;Diradylglycerols,0.7666666666666666,subclass,3.0,In silico
2046,2612,-1,,,,,
2047,2613,458,,,,,
2048,2614,292,Lipids and lipid-like molecules,0.5555555555555556,superclass,18.0,In silico
2049,2615,61,Lipids and lipid-like molecules;Sphingolipids,1.0285714285714287,class,28.0,In silico
2050,2616,-1,,,,,
2051,2617,629,Lipids and lipid-like molecules,1.1,superclass,4.0,In silico
2052,2618,106,,,,,
2053,2619,2898,,,,,
2054,2620,31,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,1.1,subclass,7.0,Library
2055,2623,1463,Lipids and lipid-like molecules;Sphingolipids;Glycosphingolipids,1.1,subclass,3.0,In silico
2056,2624,-1,,,,,
2057,2626,-1,,,,,
2058,2627,-1,,,,,
2059,2628,2898,,,,,
2060,2629,47,Lipids and lipid-like molecules,0.6153846153846154,superclass,52.0,In silico
2061,2630,2863,Lipids and lipid-like molecules;Prenol lipids;Quinone and hydroquinone lipids,0.7666666666666666,subclass,3.0,In silico
2062,2631,46,Lipids and lipid-like molecules;Glycerolipids;Glycosylglycerols,0.7853932584269663,subclass,89.0,In silico
2063,2632,22,Organic nitrogen compounds;Organonitrogen compounds;Quaternary ammonium salts,1.0,subclass,1.0,Library
2064,2633,22,Organic nitrogen compounds;Organonitrogen compounds;Quaternary ammonium salts,1.0,subclass,1.0,Library
2065,2634,-1,,,,,
2066,2636,91,Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphocholines,1.0,subclass,3.0,Library
2067,2637,497,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",0.9181818181818182,subclass,22.0,In silico
2068,2639,-1,,,,,
2069,2641,89,Lipids and lipid-like molecules,0.7999999999999999,superclass,60.0,In silico
2070,2642,-1,,,,,
2071,2644,-1,,,,,
2072,2646,1313,Lipids and lipid-like molecules,1.1,superclass,5.0,In silico
2073,2647,1020,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,1.1,subclass,3.0,In silico
2074,2648,84,Organic acids and derivatives;Organic phosphoric acids and derivatives;Phosphate esters,1.0,subclass,1.0,In silico
2075,2649,85,Organic oxygen compounds,0.6977011494252874,superclass,87.0,In silico
2076,2652,-1,,,,,
2077,2655,-1,,,,,
2078,2656,25,,,,,
2079,2657,12,Lipids and lipid-like molecules,0.7379310344827587,superclass,58.0,In silico
2080,2659,32,Lipids and lipid-like molecules;Sphingolipids,0.9888888888888888,class,63.0,In silico
2081,2660,-1,,,,,
2082,2661,40,Lipids and lipid-like molecules;Sphingolipids,0.7736842105263158,class,95.0,In silico
2083,2662,61,Lipids and lipid-like molecules;Sphingolipids,1.0285714285714287,class,28.0,In silico
2084,2663,-1,,,,,
2085,2664,154,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.1,subclass,3.0,In silico
2086,2665,99,Lipids and lipid-like molecules,1.0,superclass,8.0,Library
2087,2666,82,Lipids and lipid-like molecules;Sphingolipids,0.8692307692307693,class,13.0,In silico
2088,2667,1696,Organic acids and derivatives,0.6666666666666666,superclass,3.0,In silico
2089,2669,-1,,,,,
2090,2670,-1,,,,,
2091,2672,96,Organic acids and derivatives,0.6116279069767442,superclass,86.0,In silico
2092,2672,96,Lipids and lipid-like molecules,0.5534883720930233,superclass,86.0,In silico
2093,2676,-1,,,,,
2094,2678,466,Lipids and lipid-like molecules;Fatty Acyls,0.7999999999999999,class,10.0,Library
2095,2679,-1,,,,,
2096,2680,-1,,,,,
2097,2681,98,Organic acids and derivatives,0.5761904761904761,superclass,21.0,In silico
2098,2681,98,Lipids and lipid-like molecules,0.5761904761904761,superclass,21.0,In silico
2099,2684,180,,,,,
2100,2685,466,Lipids and lipid-like molecules;Fatty Acyls,0.7999999999999999,class,10.0,Library
2101,2686,-1,,,,,
2102,2688,-1,,,,,
2103,2689,61,Lipids and lipid-like molecules;Sphingolipids,1.0285714285714287,class,28.0,In silico
2104,2690,-1,,,,,
2105,2691,98,Organic acids and derivatives,0.5761904761904761,superclass,21.0,In silico
2106,2691,98,Lipids and lipid-like molecules,0.5761904761904761,superclass,21.0,In silico
2107,2692,464,,,,,
2108,2693,765,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,1.0,subclass,2.0,Library
2109,2694,-1,,,,,
2110,2695,1168,Lipids and lipid-like molecules;Prenol lipids;Retinoids,1.0,subclass,1.0,Library
2111,2696,-1,,,,,
2112,2697,7,Lipids and lipid-like molecules,0.9936170212765957,superclass,94.0,In silico
2113,2698,378,Organoheterocyclic compounds;Tetrapyrroles and derivatives;Chlorins,1.0,subclass,2.0,Library
2114,2699,-1,,,,,
2115,2701,1008,,,,,
2116,2702,-1,,,,,
2117,2703,177,Lipids and lipid-like molecules;Sphingolipids;Ceramides,0.9,subclass,25.0,In silico
2118,2704,-1,,,,,
2119,2705,96,Organic acids and derivatives,0.6116279069767442,superclass,86.0,In silico
2120,2705,96,Lipids and lipid-like molecules,0.5534883720930233,superclass,86.0,In silico
2121,2706,820,Lipids and lipid-like molecules,0.85,superclass,28.0,In silico
2122,2707,2620,Lipids and lipid-like molecules;Fatty Acyls,0.9571428571428571,class,7.0,In silico
2123,2708,-1,,,,,
2124,2710,2890,,,,,
2125,2712,524,,,,,
2126,2714,213,Lipids and lipid-like molecules,1.0,superclass,9.0,In silico
2127,2717,47,Lipids and lipid-like molecules,0.6153846153846154,superclass,52.0,In silico
2128,2718,-1,,,,,
2129,2720,-1,,,,,
2130,2721,-1,,,,,
2131,2722,-1,,,,,
2132,2726,-1,,,,,
2133,2728,-1,,,,,
2134,2729,-1,,,,,
2135,2731,512,,,,,
2136,2733,-1,,,,,
2137,2734,512,,,,,
2138,2735,-1,,,,,
2139,2737,765,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,1.0,subclass,2.0,Library
2140,2739,203,Lipids and lipid-like molecules;Sphingolipids,1.0,class,1.0,In silico
2141,2742,186,,,,,
2142,2744,3004,Lipids and lipid-like molecules;Prenol lipids;Triterpenoids,1.0,subclass,1.0,In silico
2143,2745,89,Lipids and lipid-like molecules,0.7999999999999999,superclass,60.0,In silico
2144,2746,-1,,,,,
2145,2747,-1,,,,,
2146,2748,2038,Organic acids and derivatives,1.1,superclass,4.0,In silico
2147,2750,180,,,,,
2148,2751,-1,,,,,
2149,2754,-1,,,,,
2150,2756,-1,,,,,
2151,2757,408,Organoheterocyclic compounds,0.7666666666666666,superclass,12.0,In silico
2152,2759,-1,,,,,
2153,2760,85,Organic oxygen compounds,0.6977011494252874,superclass,87.0,In silico
2154,2761,98,Organic acids and derivatives,0.5761904761904761,superclass,21.0,In silico
2155,2761,98,Lipids and lipid-like molecules,0.5761904761904761,superclass,21.0,In silico
2156,2763,-1,,,,,
2157,2765,-1,,,,,
2158,2766,-1,,,,,
2159,2768,1455,,,,,
2160,2769,-1,,,,,
2161,2771,-1,,,,,
2162,2772,25,,,,,
2163,2774,-1,,,,,
2164,2776,1934,Benzenoids,0.6666666666666666,superclass,3.0,In silico
2165,2777,61,Lipids and lipid-like molecules;Sphingolipids,1.0285714285714287,class,28.0,In silico
2166,2778,-1,,,,,
2167,2779,3,Lipids and lipid-like molecules,0.625,superclass,8.0,In silico
2168,2780,98,Organic acids and derivatives,0.5761904761904761,superclass,21.0,In silico
2169,2780,98,Lipids and lipid-like molecules,0.5761904761904761,superclass,21.0,In silico
2170,2781,-1,,,,,
2171,2782,160,Organic acids and derivatives;Carboxylic acids and derivatives,0.7142857142857143,class,7.0,In silico
2172,2783,-1,,,,,
2173,2784,524,,,,,
2174,2786,-1,,,,,
2175,2787,363,Lipids and lipid-like molecules;Sphingolipids;Ceramides,0.9823529411764705,subclass,17.0,In silico
2176,2788,1777,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.1,subclass,8.0,In silico
2177,2790,46,Lipids and lipid-like molecules;Glycerolipids;Glycosylglycerols,0.7853932584269663,subclass,89.0,In silico
2178,2791,820,Lipids and lipid-like molecules,0.85,superclass,28.0,In silico
2179,2793,-1,,,,,
2180,2795,-1,,,,,
2181,2796,337,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.85,subclass,40.0,In silico
2182,2797,-1,,,,,
2183,2799,405,Organoheterocyclic compounds;Azoles;Thiadiazoles,1.0534883720930233,subclass,43.0,In silico
2184,2801,-1,,,,,
2185,2802,2805,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.1,subclass,2.0,In silico
2186,2806,85,Organic oxygen compounds,0.6977011494252874,superclass,87.0,In silico
2187,2807,-1,,,,,
2188,2808,550,,,,,
2189,2809,-1,,,,,
2190,2812,113,Lipids and lipid-like molecules,0.7818181818181817,superclass,22.0,In silico
2191,2813,25,,,,,
2192,2814,-1,,,,,
2193,2816,1349,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.0,subclass,1.0,Library
2194,2817,85,Organic oxygen compounds,0.6977011494252874,superclass,87.0,In silico
2195,2819,406,Lipids and lipid-like molecules,0.6666666666666666,superclass,3.0,In silico
2196,2824,-1,,,,,
2197,2827,317,Lipids and lipid-like molecules,0.6,superclass,6.0,In silico
2198,2828,25,,,,,
2199,2830,-1,,,,,
2200,2831,-1,,,,,
2201,2832,-1,,,,,
2202,2834,206,,,,,
2203,2835,-1,,,,,
2204,2836,-1,,,,,
2205,2838,733,Lipids and lipid-like molecules;Prenol lipids,1.0,class,3.0,In silico
2206,2840,-1,,,,,
2207,2841,22,Organic nitrogen compounds;Organonitrogen compounds;Quaternary ammonium salts,1.0,subclass,1.0,Library
2208,2842,895,,,,,
2209,2843,-1,,,,,
2210,2845,66,Organic acids and derivatives;Carboxylic acids and derivatives;Tricarboxylic acids and derivatives,1.0,subclass,2.0,In silico
2211,2846,180,,,,,
2212,2847,-1,,,,,
2213,2848,249,Lipids and lipid-like molecules;Sphingolipids;Glycosphingolipids,1.1,subclass,2.0,In silico
2214,2849,279,Lipids and lipid-like molecules,0.7,superclass,20.0,In silico
2215,2851,-1,,,,,
2216,2853,-1,,,,,
2217,2854,264,Lipids and lipid-like molecules;Prenol lipids,1.0,class,12.0,Library
2218,2855,25,,,,,
2219,2856,96,Organic acids and derivatives,0.6116279069767442,superclass,86.0,In silico
2220,2856,96,Lipids and lipid-like molecules,0.5534883720930233,superclass,86.0,In silico
2221,2857,1,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.0,subclass,1.0,Library
2222,2858,-1,,,,,
2223,2859,142,Organoheterocyclic compounds,1.1,superclass,16.0,In silico
2224,2862,96,Organic acids and derivatives,0.6116279069767442,superclass,86.0,In silico
2225,2862,96,Lipids and lipid-like molecules,0.5534883720930233,superclass,86.0,In silico
2226,2863,-1,,,,,
2227,2864,406,Lipids and lipid-like molecules,0.6666666666666666,superclass,3.0,In silico
2228,2865,-1,,,,,
2229,2867,1211,Lipids and lipid-like molecules;Sphingolipids,1.0,class,4.0,In silico
2230,2869,359,,,,,
2231,2871,29,,,,,
2232,2872,-1,,,,,
2233,2873,292,Lipids and lipid-like molecules,0.5555555555555556,superclass,18.0,In silico
2234,2875,22,Organic nitrogen compounds;Organonitrogen compounds;Quaternary ammonium salts,1.0,subclass,1.0,Library
2235,2877,177,Lipids and lipid-like molecules;Sphingolipids;Ceramides,0.9,subclass,25.0,In silico
2236,2878,142,Organoheterocyclic compounds,1.1,superclass,16.0,In silico
2237,2879,-1,,,,,
2238,2880,7,Lipids and lipid-like molecules,0.9936170212765957,superclass,94.0,In silico
2239,2881,-1,,,,,
2240,2882,-1,,,,,
2241,2883,406,Lipids and lipid-like molecules,0.6666666666666666,superclass,3.0,In silico
2242,2884,-1,,,,,
2243,2886,1459,,,,,
2244,2889,180,,,,,
2245,2890,446,Lipids and lipid-like molecules;Glycerolipids;Glycosylglycerols,1.0,subclass,3.0,Library
2246,2891,32,Lipids and lipid-like molecules;Sphingolipids,0.9888888888888888,class,63.0,In silico
2247,2893,-1,,,,,
2248,2895,-1,,,,,
2249,2898,40,Lipids and lipid-like molecules;Sphingolipids,0.7736842105263158,class,95.0,In silico
2250,2899,683,Lipids and lipid-like molecules,0.725,superclass,16.0,In silico
2251,2900,61,Lipids and lipid-like molecules;Sphingolipids,1.0285714285714287,class,28.0,In silico
2252,2901,18,,,,,
2253,2902,526,,,,,
2254,2905,-1,,,,,
2255,2907,1777,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.1,subclass,8.0,In silico
2256,2909,-1,,,,,
2257,2910,-1,,,,,
2258,2912,-1,,,,,
2259,2914,861,,,,,
2260,2915,180,,,,,
2261,2917,-1,,,,,
2262,2919,1349,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.0,subclass,1.0,Library
2263,2921,-1,,,,,
2264,2923,180,,,,,
2265,2924,99,Lipids and lipid-like molecules,1.0,superclass,8.0,Library
2266,2926,-1,,,,,
2267,2928,181,Lipids and lipid-like molecules;Sphingolipids,1.0305555555555557,class,72.0,In silico
2268,2929,-1,,,,,
2269,2930,-1,,,,,
2270,2931,-1,,,,,
2271,2932,-1,,,,,
2272,2933,2279,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.1,subclass,4.0,In silico
2273,2934,47,Lipids and lipid-like molecules,0.6153846153846154,superclass,52.0,In silico
2274,2935,-1,,,,,
2275,2936,-1,,,,,
2276,2937,-1,,,,,
2277,2939,-1,,,,,
2278,2940,98,Organic acids and derivatives,0.5761904761904761,superclass,21.0,In silico
2279,2940,98,Lipids and lipid-like molecules,0.5761904761904761,superclass,21.0,In silico
2280,2942,-1,,,,,
2281,2944,406,Lipids and lipid-like molecules,0.6666666666666666,superclass,3.0,In silico
2282,2945,-1,,,,,
2283,2946,25,,,,,
2284,2949,-1,,,,,
2285,2954,-1,,,,,
2286,2958,-1,,,,,
2287,2961,-1,,,,,
2288,2962,559,Lipids and lipid-like molecules;Glycerolipids;Glycosylglycerols,0.85,subclass,8.0,In silico
2289,2964,524,,,,,
2290,2965,295,,,,,
2291,2966,3457,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.0,subclass,2.0,In silico
2292,2967,20,Organic acids and derivatives,0.6,superclass,20.0,In silico
2293,2968,-1,,,,,
2294,2970,-1,,,,,
2295,2971,-1,,,,,
2296,2972,61,Lipids and lipid-like molecules;Sphingolipids,1.0285714285714287,class,28.0,In silico
2297,2974,1638,Lipids and lipid-like molecules,1.1,superclass,2.0,In silico
2298,2975,2199,Lipids and lipid-like molecules;Prenol lipids;Quinone and hydroquinone lipids,1.1,subclass,3.0,In silico
2299,2976,96,Organic acids and derivatives,0.6116279069767442,superclass,86.0,In silico
2300,2976,96,Lipids and lipid-like molecules,0.5534883720930233,superclass,86.0,In silico
2301,2978,85,Organic oxygen compounds,0.6977011494252874,superclass,87.0,In silico
2302,2979,-1,,,,,
2303,2981,95,Lipids and lipid-like molecules,0.7142857142857143,superclass,14.0,In silico
2304,2983,-1,,,,,
2305,2984,-1,,,,,
2306,2986,1479,Organic oxygen compounds,0.6,superclass,4.0,In silico
2307,2989,251,,,,,
2308,2991,32,Lipids and lipid-like molecules;Sphingolipids,0.9888888888888888,class,63.0,In silico
2309,2993,535,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,0.7785714285714286,subclass,28.0,In silico
2310,2994,907,Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,1.0,subclass,2.0,Library
2311,2995,-1,,,,,
2312,2996,-1,,,,,
2313,2997,-1,,,,,
2314,2999,-1,,,,,
2315,3000,-1,,,,,
2316,3001,-1,,,,,
2317,3002,36,Lipids and lipid-like molecules,0.6,superclass,4.0,In silico
2318,3003,65,Lipids and lipid-like molecules;Sphingolipids,1.1,class,2.0,In silico
2319,3005,-1,,,,,
2320,3006,43,Lipids and lipid-like molecules,0.8575757575757575,superclass,33.0,In silico
2321,3011,-1,,,,,
2322,3015,-1,,,,,
2323,3021,-1,,,,,
2324,3024,-1,,,,,
2325,3025,-1,,,,,
2326,3028,85,Organic oxygen compounds,0.6977011494252874,superclass,87.0,In silico
2327,3029,524,,,,,
2328,3031,226,Lipids and lipid-like molecules,0.6842105263157895,superclass,19.0,In silico
2329,3032,-1,,,,,
2330,3033,22,Organic nitrogen compounds;Organonitrogen compounds;Quaternary ammonium salts,1.0,subclass,1.0,Library
2331,3035,1345,,,,,
2332,3036,85,Organic oxygen compounds,0.6977011494252874,superclass,87.0,In silico
2333,3037,497,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",0.9181818181818182,subclass,22.0,In silico
2334,3041,-1,,,,,
2335,3042,-1,,,,,
2336,3043,559,Lipids and lipid-like molecules;Glycerolipids;Glycosylglycerols,0.85,subclass,8.0,In silico
2337,3044,826,Lipids and lipid-like molecules;Steroids and steroid derivatives;Cholestane steroids,0.9,subclass,5.0,In silico
2338,3045,99,Lipids and lipid-like molecules,1.0,superclass,8.0,Library
2339,3046,-1,,,,,
2340,3048,180,,,,,
2341,3049,-1,,,,,
2342,3050,118,Lipids and lipid-like molecules,0.7999999999999999,superclass,20.0,In silico
2343,3051,695,,,,,
2344,3053,-1,,,,,
2345,3056,-1,,,,,
2346,3058,47,Lipids and lipid-like molecules,0.6153846153846154,superclass,52.0,In silico
2347,3059,-1,,,,,
2348,3060,160,Organic acids and derivatives;Carboxylic acids and derivatives,0.7142857142857143,class,7.0,In silico
2349,3061,7,Lipids and lipid-like molecules,0.9936170212765957,superclass,94.0,In silico
2350,3064,324,Lipids and lipid-like molecules;Steroids and steroid derivatives;Cholestane steroids,1.0,subclass,2.0,Library
2351,3065,-1,,,,,
2352,3068,2047,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,1.1,subclass,4.0,In silico
2353,3070,1310,Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,0.75,subclass,4.0,In silico
2354,3071,-1,,,,,
2355,3072,-1,,,,,
2356,3073,-1,,,,,
2357,3075,-1,,,,,
2358,3076,415,Lipids and lipid-like molecules,1.0,superclass,3.0,In silico
2359,3077,-1,,,,,
2360,3079,-1,,,,,
2361,3080,100,Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphocholines,1.1,subclass,4.0,Library
2362,3081,-1,,,,,
2363,3083,1210,Lipids and lipid-like molecules,0.9666666666666667,superclass,15.0,In silico
2364,3084,-1,,,,,
2365,3085,126,Organic acids and derivatives,0.5714285714285714,superclass,7.0,In silico
2366,3086,-1,,,,,
2367,3087,-1,,,,,
2368,3088,-1,,,,,
2369,3090,-1,,,,,
2370,3095,-1,,,,,
2371,3097,46,Lipids and lipid-like molecules;Glycerolipids;Glycosylglycerols,0.7853932584269663,subclass,89.0,In silico
2372,3098,264,Lipids and lipid-like molecules;Prenol lipids,1.0,class,12.0,Library
2373,3102,-1,,,,,
2374,3103,-1,,,,,
2375,3104,2038,Organic acids and derivatives,1.1,superclass,4.0,In silico
2376,3106,1105,Lipids and lipid-like molecules,0.85,superclass,8.0,In silico
2377,3107,512,,,,,
2378,3111,-1,,,,,
2379,3113,38,Lipids and lipid-like molecules;Sphingolipids;Glycosphingolipids,1.1,subclass,29.0,In silico
2380,3114,-1,,,,,
2381,3115,11,Lipids and lipid-like molecules,1.0,superclass,2.0,In silico
2382,3116,85,Organic oxygen compounds,0.6977011494252874,superclass,87.0,In silico
2383,3117,-1,,,,,
2384,3118,113,Lipids and lipid-like molecules,0.7818181818181817,superclass,22.0,In silico
2385,3121,-1,,,,,
