,SMILES,inchikey,kingdom,superclass,CF_class,subclass,direct_parent,molecular_framework
2467,None,None,None,None,None,None,None,None
2468,None,None,None,None,None,None,None,None
2469,None,None,None,None,None,None,None,None
2470,None,None,None,None,None,None,None,None
2471,None,None,None,None,None,None,None,None
2472,None,None,None,None,None,None,None,None
2473,None,None,None,None,None,None,None,None
2474,None,None,None,None,None,None,None,None
2475,None,None,None,None,None,None,None,None
2476,None,None,None,None,None,None,None,None
2477,None,None,None,None,None,None,None,None
2478,None,None,None,None,None,None,None,None
2479,None,None,None,None,None,None,None,None
2480,None,None,None,None,None,None,None,None
2481,None,None,None,None,None,None,None,None
2482,None,None,None,None,None,None,None,None
2483,None,None,None,None,None,None,None,None
2484,None,None,None,None,None,None,None,None
2485,None,None,None,None,None,None,None,None
2486,None,None,None,None,None,None,None,None
2487,None,None,None,None,None,None,None,None
2488,None,None,None,None,None,None,None,None
2489,None,None,None,None,None,None,None,None
2490,None,None,None,None,None,None,None,None
2491,None,None,None,None,None,None,None,None
2492,None,None,None,None,None,None,None,None
2493,None,None,None,None,None,None,None,None
2494,None,None,None,None,None,None,None,None
2495,None,None,None,None,None,None,None,None
2496,None,None,None,None,None,None,None,None
2497,None,None,None,None,None,None,None,None
2498,None,None,None,None,None,None,None,None
2499,None,None,None,None,None,None,None,None
2500,None,None,None,None,None,None,None,None
2501,None,None,None,None,None,None,None,None
2502,None,None,None,None,None,None,None,None
2503,None,None,None,None,None,None,None,None
2504,None,None,None,None,None,None,None,None
2505,None,None,None,None,None,None,None,None
2506,None,None,None,None,None,None,None,None
2507,None,None,None,None,None,None,None,None
2508,None,None,None,None,None,None,None,None
2509,None,None,None,None,None,None,None,None
2510,None,None,None,None,None,None,None,None
2511,None,None,None,None,None,None,None,None
2512,None,None,None,None,None,None,None,None
2513,None,None,None,None,None,None,None,None
2514,None,None,None,None,None,None,None,None
2515,None,None,None,None,None,None,None,None
2516,None,None,None,None,None,None,None,None
2517,None,None,None,None,None,None,None,None
2518,None,None,None,None,None,None,None,None
2519,None,None,None,None,None,None,None,None
2520,None,None,None,None,None,None,None,None
2521,None,None,None,None,None,None,None,None
2522,C[C@H](CCCN(C)C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CCCC[C@]4(C)[C@H]3CC[C@]12C,InChIKey=LJQDDVJEZIEHNY-FHNVJLOUSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Azasteroids and derivatives,25-azasteroids and derivatives,Aliphatic homopolycyclic compounds
2523,None,None,None,None,None,None,None,None
2524,None,None,None,None,None,None,None,None
2525,None,None,None,None,None,None,None,None
2526,None,None,None,None,None,None,None,None
2527,None,None,None,None,None,None,None,None
2528,None,None,None,None,None,None,None,None
2529,None,None,None,None,None,None,None,None
2530,None,None,None,None,None,None,None,None
2531,None,None,None,None,None,None,None,None
2532,None,None,None,None,None,None,None,None
2533,None,None,None,None,None,None,None,None
2534,None,None,None,None,None,None,None,None
2535,None,None,None,None,None,None,None,None
2536,None,None,None,None,None,None,None,None
2537,None,None,None,None,None,None,None,None
2538,None,None,None,None,None,None,None,None
2539,None,None,None,None,None,None,None,None
2540,None,None,None,None,None,None,None,None
2541,None,None,None,None,None,None,None,None
2542,None,None,None,None,None,None,None,None
2543,None,None,None,None,None,None,None,None
2544,CC(=O)Oc1ccc(cc1)C1=C2C(OC1=O)=C(C(=O)C1=C2c2ccc(OC(C)=O)cc2OC1)c1ccccc1,InChIKey=HDBIWIKRTXXXQF-UHFFFAOYSA-N,Organic compounds,Benzenoids,Phenol esters,,Phenol esters,Aromatic heteropolycyclic compounds
2545,CC(=O)Oc1ccc(cc1)C1=C2C(OC1=O)=C(C(=O)C1=C2c2ccc(OC(C)=O)cc2OC1)c1ccccc1,InChIKey=HDBIWIKRTXXXQF-UHFFFAOYSA-N,Organic compounds,Benzenoids,Phenol esters,,Phenol esters,Aromatic heteropolycyclic compounds
2546,None,None,None,None,None,None,None,None
2547,None,None,None,None,None,None,None,None
2548,None,None,None,None,None,None,None,None
2549,None,None,None,None,None,None,None,None
2550,None,None,None,None,None,None,None,None
2551,None,None,None,None,None,None,None,None
2552,CC(C)CS[C@H]1C[C@@H]2[C@H](C[C@]1(C)O)C2(C)C,InChIKey=FSCJCIRVVHAOCH-UHXUPSOCSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Bicyclic monoterpenoids,Aliphatic homopolycyclic compounds
2553,None,None,None,None,None,None,None,None
2554,None,None,None,None,None,None,None,None
2555,None,None,None,None,None,None,None,None
2556,None,None,None,None,None,None,None,None
2557,None,None,None,None,None,None,None,None
2558,None,None,None,None,None,None,None,None
2559,None,None,None,None,None,None,None,None
2560,None,None,None,None,None,None,None,None
2561,None,None,None,None,None,None,None,None
2562,None,None,None,None,None,None,None,None
2563,None,None,None,None,None,None,None,None
2564,None,None,None,None,None,None,None,None
2565,None,None,None,None,None,None,None,None
2566,None,None,None,None,None,None,None,None
2567,None,None,None,None,None,None,None,None
2568,None,None,None,None,None,None,None,None
2569,None,None,None,None,None,None,None,None
2570,None,None,None,None,None,None,None,None
2571,None,None,None,None,None,None,None,None
2572,None,None,None,None,None,None,None,None
2573,None,None,None,None,None,None,None,None
2574,None,None,None,None,None,None,None,None
2575,None,None,None,None,None,None,None,None
2576,None,None,None,None,None,None,None,None
2577,None,None,None,None,None,None,None,None
2578,None,None,None,None,None,None,None,None
2579,None,None,None,None,None,None,None,None
2580,None,None,None,None,None,None,None,None
2581,None,None,None,None,None,None,None,None
2582,None,None,None,None,None,None,None,None
2583,None,None,None,None,None,None,None,None
2584,None,None,None,None,None,None,None,None
2585,None,None,None,None,None,None,None,None
2586,None,None,None,None,None,None,None,None
2587,None,None,None,None,None,None,None,None
2588,CCC[C@H](CO)C[C@H](O)C[C@@H](CCc1cc(CN2CCCC2=O)c(O)c(OC2CCCC2)c1)OC(C)=O,InChIKey=CYNLJQVMHCMECL-LLZJGCNPSA-N,Organic compounds,Benzenoids,Phenol ethers,,Phenol ethers,Aromatic heteromonocyclic compounds
2589,None,None,None,None,None,None,None,None
2590,None,None,None,None,None,None,None,None
2591,None,None,None,None,None,None,None,None
2592,None,None,None,None,None,None,None,None
2593,None,None,None,None,None,None,None,None
2594,None,None,None,None,None,None,None,None
2595,None,None,None,None,None,None,None,None
2596,None,None,None,None,None,None,None,None
2597,None,None,None,None,None,None,None,None
2598,None,None,None,None,None,None,None,None
2599,None,None,None,None,None,None,None,None
2600,None,None,None,None,None,None,None,None
2601,None,None,None,None,None,None,None,None
2602,None,None,None,None,None,None,None,None
2603,None,None,None,None,None,None,None,None
2604,None,None,None,None,None,None,None,None
2605,None,None,None,None,None,None,None,None
2606,CCCCC[C@H](O)\C=C\C=C\CC1(CC[C@H](CCC(C)C)CCC([O-])=O)CCCC1,InChIKey=PFPYIBQENNEECG-ABTUHRKNSA-M,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic homomonocyclic compounds
2607,None,None,None,None,None,None,None,None
2608,None,None,None,None,None,None,None,None
2609,None,None,None,None,None,None,None,None
2610,None,None,None,None,None,None,None,None
2611,None,None,None,None,None,None,None,None
2612,None,None,None,None,None,None,None,None
2613,None,None,None,None,None,None,None,None
2614,None,None,None,None,None,None,None,None
2615,None,None,None,None,None,None,None,None
2616,OCCCCCCCCCCCCCCCCC\C=C/C=C\C(=O)N1CCC[C@@H](O)C1,InChIKey=NRAYLTGUCYPLFK-LCOJETABSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines,N-acylpiperidines,N-acylpiperidines,Aliphatic heteromonocyclic compounds
2617,None,None,None,None,None,None,None,None
2618,None,None,None,None,None,None,None,None
2619,None,None,None,None,None,None,None,None
2620,None,None,None,None,None,None,None,None
2621,None,None,None,None,None,None,None,None
2622,None,None,None,None,None,None,None,None
2623,None,None,None,None,None,None,None,None
2624,None,None,None,None,None,None,None,None
2625,None,None,None,None,None,None,None,None
2626,None,None,None,None,None,None,None,None
2627,None,None,None,None,None,None,None,None
2628,None,None,None,None,None,None,None,None
2629,None,None,None,None,None,None,None,None
2630,None,None,None,None,None,None,None,None
2631,None,None,None,None,None,None,None,None
2632,None,None,None,None,None,None,None,None
2633,None,None,None,None,None,None,None,None
2634,None,None,None,None,None,None,None,None
2635,None,None,None,None,None,None,None,None
2636,None,None,None,None,None,None,None,None
2637,None,None,None,None,None,None,None,None
2638,None,None,None,None,None,None,None,None
2639,None,None,None,None,None,None,None,None
2640,None,None,None,None,None,None,None,None
2641,None,None,None,None,None,None,None,None
2642,None,None,None,None,None,None,None,None
2643,None,None,None,None,None,None,None,None
2644,None,None,None,None,None,None,None,None
2645,None,None,None,None,None,None,None,None
2646,None,None,None,None,None,None,None,None
2647,None,None,None,None,None,None,None,None
2648,None,None,None,None,None,None,None,None
2649,None,None,None,None,None,None,None,None
2650,None,None,None,None,None,None,None,None
2651,None,None,None,None,None,None,None,None
2652,C\C=C\C,InChIKey=IAQRGUVFOMOMEM-ONEGZZNKSA-N,Organic compounds,Hydrocarbons,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons,Aliphatic acyclic compounds
2653,None,None,None,None,None,None,None,None
2654,None,None,None,None,None,None,None,None
2655,None,None,None,None,None,None,None,None
2656,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)N1C=NC2=C1N=CN=C2N,InChIKey=HTSMCTDWAPSBNO-CWGSFJFBSA-J,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Very long-chain 2-enoyl CoAs,Aromatic heteropolycyclic compounds
2657,None,None,None,None,None,None,None,None
2658,None,None,None,None,None,None,None,None
2659,FC(F)(F)C1=C(C(=O)C2=C(O1)C=C(OC(=O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CC=CC=C1)C=C2)C1=CC2=C(OCCO2)C=C1,InChIKey=SNZNSNULJBXKRP-SANMLTNESA-N,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Isoflav-2-enes,Isoflavones,Aromatic heteropolycyclic compounds
2660,None,None,None,None,None,None,None,None
2661,None,None,None,None,None,None,None,None
2662,None,None,None,None,None,None,None,None
2663,None,None,None,None,None,None,None,None
2664,None,None,None,None,None,None,None,None
2665,None,None,None,None,None,None,None,None
2666,None,None,None,None,None,None,None,None
2667,None,None,None,None,None,None,None,None
2668,None,None,None,None,None,None,None,None
2669,None,None,None,None,None,None,None,None
2670,None,None,None,None,None,None,None,None
2671,CC(C)[C@@H](C)[C@@H]1O[C@H]1[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@]4(CO)C[C@@H](O)[C@@H](O)[C@H]5CC[C@@]3(CC[C@]12CCc1cc(O)cc(c1)N1CCCC1=O)[C@]45C,InChIKey=PGOUNJSMCNTGPM-GJEDKCLVSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Oxosteroids,Oxosteroids,Aromatic heteropolycyclic compounds
2672,None,None,None,None,None,None,None,None
2673,CCCCCCCCCCCCOC1=CC(OCCCCCCCCCCCC)=NC(N)=N1,InChIKey=BCOBJTPFEQNFJV-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Aminopyrimidines and derivatives,Aromatic heteromonocyclic compounds
2674,None,None,None,None,None,None,None,None
2675,None,None,None,None,None,None,None,None
2676,CN(C)CCCN(C(=O)C1=CC=C(C=C1)S(=O)(=O)N1CCCCCC1)C1=NC2=C(S1)C=C(Br)C=C2,InChIKey=FKTZJXIWJXXAPE-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzenesulfonamides,Aromatic heteropolycyclic compounds
2677,None,None,None,None,None,None,None,None
2678,None,None,None,None,None,None,None,None
2679,None,None,None,None,None,None,None,None
2680,None,None,None,None,None,None,None,None
2681,None,None,None,None,None,None,None,None
2682,None,None,None,None,None,None,None,None
2683,None,None,None,None,None,None,None,None
2684,None,None,None,None,None,None,None,None
2685,None,None,None,None,None,None,None,None
2686,None,None,None,None,None,None,None,None
2687,None,None,None,None,None,None,None,None
2688,None,None,None,None,None,None,None,None
2689,None,None,None,None,None,None,None,None
2690,None,None,None,None,None,None,None,None
2691,None,None,None,None,None,None,None,None
2692,None,None,None,None,None,None,None,None
2693,None,None,None,None,None,None,None,None
2694,None,None,None,None,None,None,None,None
2695,None,None,None,None,None,None,None,None
2696,None,None,None,None,None,None,None,None
2697,None,None,None,None,None,None,None,None
2698,None,None,None,None,None,None,None,None
2699,None,None,None,None,None,None,None,None
2700,None,None,None,None,None,None,None,None
2701,None,None,None,None,None,None,None,None
2702,None,None,None,None,None,None,None,None
2703,None,None,None,None,None,None,None,None
2704,None,None,None,None,None,None,None,None
2705,None,None,None,None,None,None,None,None
2706,None,None,None,None,None,None,None,None
2707,None,None,None,None,None,None,None,None
2708,None,None,None,None,None,None,None,None
2709,CC(C)Cc1cc(N)cc(c1)[C@@H]1CCC[C@H]1[C@@]1(C)O[C@@H]1[C@H](O)C[C@@H](C)C1=C2CC[C@@H]3[C@]4(C)C[C@@H](C(=O)C(C)(C)[C@@H]4[C@@H](O)C[C@]3(C)[C@@]2(C)CC1=O)c1cccc(O)c1,InChIKey=SLXRSQYONXTIFJ-WZIZMDDCSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Aromatic heteropolycyclic compounds
2710,None,None,None,None,None,None,None,None
2711,None,None,None,None,None,None,None,None
2712,None,None,None,None,None,None,None,None
2713,None,None,None,None,None,None,None,None
2714,None,None,None,None,None,None,None,None
2715,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O,InChIKey=RXJVIYXWFHKGJE-QKSWPAOXSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,Aliphatic acyclic compounds
2716,None,None,None,None,None,None,None,None
2717,None,None,None,None,None,None,None,None
2718,None,None,None,None,None,None,None,None
2719,CN(C)CCCN(C(=O)C1=CC=C(C=C1)S(=O)(=O)N1CCCCCC1)C1=NC2=C(S1)C=C(Br)C=C2,InChIKey=FKTZJXIWJXXAPE-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzenesulfonamides,Aromatic heteropolycyclic compounds
2720,None,None,None,None,None,None,None,None
2721,None,None,None,None,None,None,None,None
2722,None,None,None,None,None,None,None,None
2723,None,None,None,None,None,None,None,None
2724,None,None,None,None,None,None,None,None
2725,None,None,None,None,None,None,None,None
2726,None,None,None,None,None,None,None,None
2727,None,None,None,None,None,None,None,None
2728,None,None,None,None,None,None,None,None
2729,None,None,None,None,None,None,None,None
2730,None,None,None,None,None,None,None,None
2731,None,None,None,None,None,None,None,None
2732,None,None,None,None,None,None,None,None
2733,None,None,None,None,None,None,None,None
2734,None,None,None,None,None,None,None,None
2735,None,None,None,None,None,None,None,None
2736,None,None,None,None,None,None,None,None
2737,None,None,None,None,None,None,None,None
2738,None,None,None,None,None,None,None,None
2739,None,None,None,None,None,None,None,None
2740,CCCCCCCCCCCCCCCCCC(=O)O[C@H]1[C@H](O)[C@@H](COC(=O)CC)O[C@H](O)[C@@H]1NC(C)=O,InChIKey=JMBNBSZNQHQINZ-VVTJRAGWSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Acylaminosugars,Aliphatic heteromonocyclic compounds
2741,None,None,None,None,None,None,None,None
2742,None,None,None,None,None,None,None,None
2743,None,None,None,None,None,None,None,None
2744,None,None,None,None,None,None,None,None
2745,None,None,None,None,None,None,None,None
2746,None,None,None,None,None,None,None,None
2747,CCCCC[C@H](O)\C=C\C=C/CCCC[C@H](CCC(C)C)CCC([O-])=O,InChIKey=GXMYTVGZPABJDJ-GBLJLGTLSA-M,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Aliphatic acyclic compounds
2748,None,None,None,None,None,None,None,None
2749,[H]\C(C[C@]([H])(OC)[C@@]([H])(C)C(=O)CC[C@@]([H])(C)[C@@]([H])(OC)[C@@]([H])(C)[C@@]1([H])OC(=O)\C([H])=C(/[H])\C(\[H])=C(C)\C[C@@]([H])(CC2=CC(=O)O[C@]([H])(C2)[C@@]([H])(C)[C@@]([H])(C[C@@]([H])(OC)\C([H])=C([H])\[C@]([H])(C)[C@]([H])(O)C[C@@]([H])(OC)\C([H])=C([H])\[C@]1([H])C)OC)OC)=C(\[H])N(C)C=O,InChIKey=UJNWMHQOLURZPA-MQYFLVMKSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Diterpene lactones,Aliphatic heteropolycyclic compounds
2750,None,None,None,None,None,None,None,None
2751,None,None,None,None,None,None,None,None
2752,None,None,None,None,None,None,None,None
2753,None,None,None,None,None,None,None,None
2754,None,None,None,None,None,None,None,None
2755,None,None,None,None,None,None,None,None
2756,None,None,None,None,None,None,None,None
2757,None,None,None,None,None,None,None,None
2758,None,None,None,None,None,None,None,None
2759,None,None,None,None,None,None,None,None
2760,None,None,None,None,None,None,None,None
2761,None,None,None,None,None,None,None,None
2762,None,None,None,None,None,None,None,None
2763,None,None,None,None,None,None,None,None
2764,None,None,None,None,None,None,None,None
2765,None,None,None,None,None,None,None,None
2766,None,None,None,None,None,None,None,None
2767,None,None,None,None,None,None,None,None
2768,None,None,None,None,None,None,None,None
2769,None,None,None,None,None,None,None,None
2770,None,None,None,None,None,None,None,None
2771,None,None,None,None,None,None,None,None
2772,None,None,None,None,None,None,None,None
2773,None,None,None,None,None,None,None,None
2774,None,None,None,None,None,None,None,None
2775,None,None,None,None,None,None,None,None
2776,None,None,None,None,None,None,None,None
2777,None,None,None,None,None,None,None,None
2778,None,None,None,None,None,None,None,None
2779,None,None,None,None,None,None,None,None
2780,None,None,None,None,None,None,None,None
2781,None,None,None,None,None,None,None,None
2782,None,None,None,None,None,None,None,None
2783,None,None,None,None,None,None,None,None
2784,None,None,None,None,None,None,None,None
2785,None,None,None,None,None,None,None,None
2786,CCCCCCCCCCCCOC1=CC(OCCCCCCCCCCCC)=NC(N)=N1,InChIKey=BCOBJTPFEQNFJV-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Aminopyrimidines and derivatives,Aromatic heteromonocyclic compounds
2787,CC1(C)[C@H]2[C@@H]1[C@]1(C)[C@H](CCC3(CCCC3)C1=CC2=C)C1CCCCC1,InChIKey=MPMOQXSROVXILS-CNIHBODFSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Aristolane sesquiterpenoids,Aliphatic homopolycyclic compounds
2788,None,None,None,None,None,None,None,None
2789,CCCCC[C@@H]1CN(C(=O)C1)c1cc(O)cc(CC[C@]23CC[C@H]4C(=CC(=O)[C@]5(CO)C[C@@H](O)[C@@H](O)C[C@]45C)[C@]2(O)CC[C@@H]3[C@@](C)(O)[C@@H]2O[C@H]2[C@H](C)C(C)C)c1,InChIKey=JUIMIEAZFWRZAA-LHJQWQHCSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids,Cholesterols and derivatives,Aromatic heteropolycyclic compounds
2790,None,None,None,None,None,None,None,None
2791,None,None,None,None,None,None,None,None
2792,None,None,None,None,None,None,None,None
2793,None,None,None,None,None,None,None,None
2794,None,None,None,None,None,None,None,None
2795,None,None,None,None,None,None,None,None
2796,None,None,None,None,None,None,None,None
2797,None,None,None,None,None,None,None,None
2798,None,None,None,None,None,None,None,None
2799,None,None,None,None,None,None,None,None
2800,None,None,None,None,None,None,None,None
2801,None,None,None,None,None,None,None,None
2802,None,None,None,None,None,None,None,None
2803,None,None,None,None,None,None,None,None
2804,CSCCCCCCC(=O)C(O)=O,InChIKey=QDZNKMGEHAHOTA-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,Medium-chain keto acids and derivatives,Aliphatic acyclic compounds
2805,None,None,None,None,None,None,None,None
2806,None,None,None,None,None,None,None,None
2807,None,None,None,None,None,None,None,None
2808,None,None,None,None,None,None,None,None
2809,None,None,None,None,None,None,None,None
2810,None,None,None,None,None,None,None,None
2811,None,None,None,None,None,None,None,None
2812,None,None,None,None,None,None,None,None
2813,None,None,None,None,None,None,None,None
2814,None,None,None,None,None,None,None,None
2815,None,None,None,None,None,None,None,None
2816,None,None,None,None,None,None,None,None
2817,None,None,None,None,None,None,None,None
2818,None,None,None,None,None,None,None,None
2819,None,None,None,None,None,None,None,None
2820,None,None,None,None,None,None,None,None
2821,None,None,None,None,None,None,None,None
2822,None,None,None,None,None,None,None,None
2823,None,None,None,None,None,None,None,None
2824,None,None,None,None,None,None,None,None
2825,None,None,None,None,None,None,None,None
2826,None,None,None,None,None,None,None,None
2827,None,None,None,None,None,None,None,None
2828,None,None,None,None,None,None,None,None
2829,None,None,None,None,None,None,None,None
2830,None,None,None,None,None,None,None,None
2831,None,None,None,None,None,None,None,None
2832,CC(C)CNC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,InChIKey=ZLYQIMSFKCNNRR-QUKDRKDGSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Dihydroxy bile acids, alcohols and derivatives",Aliphatic homopolycyclic compounds
2833,None,None,None,None,None,None,None,None
2834,None,None,None,None,None,None,None,None
2835,None,None,None,None,None,None,None,None
2836,None,None,None,None,None,None,None,None
2837,None,None,None,None,None,None,None,None
2838,None,None,None,None,None,None,None,None
2839,None,None,None,None,None,None,None,None
2840,Nc1ccc(Cc2c(O[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(=O)O[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C([O-])=O)cc3oc(cc(=O)c3c2O)-c2ccc(O)c(O)c2)cn1,InChIKey=SQEGIDZZPOFMBF-XPFOYGECSA-M,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glucuronides,Aromatic heteropolycyclic compounds
2841,None,None,None,None,None,None,None,None
2842,None,None,None,None,None,None,None,None
2843,None,None,None,None,None,None,None,None
2844,None,None,None,None,None,None,None,None
2845,None,None,None,None,None,None,None,None
2846,None,None,None,None,None,None,None,None
2847,None,None,None,None,None,None,None,None
2848,None,None,None,None,None,None,None,None
2849,None,None,None,None,None,None,None,None
2850,None,None,None,None,None,None,None,None
2851,None,None,None,None,None,None,None,None
2852,None,None,None,None,None,None,None,None
2853,None,None,None,None,None,None,None,None
2854,None,None,None,None,None,None,None,None
2855,None,None,None,None,None,None,None,None
2856,None,None,None,None,None,None,None,None
2857,None,None,None,None,None,None,None,None
2858,CCCCC[C@H](O)\C=C\C1=C(C[C@H](O)CO)\C[C@H](CCCCCC([O-])=O)CCc2c(CC/1)cccc2[C@H](C)CCCO,InChIKey=XCSYYMDCMCKKEM-RBDXNZQGSA-M,Organic compounds,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,Aromatic homopolycyclic compounds
2859,None,None,None,None,None,None,None,None
2860,None,None,None,None,None,None,None,None
2861,None,None,None,None,None,None,None,None
2862,None,None,None,None,None,None,None,None
2863,None,None,None,None,None,None,None,None
2864,None,None,None,None,None,None,None,None
2865,None,None,None,None,None,None,None,None
2866,None,None,None,None,None,None,None,None
2867,None,None,None,None,None,None,None,None
2868,None,None,None,None,None,None,None,None
2869,None,None,None,None,None,None,None,None
2870,None,None,None,None,None,None,None,None
2871,None,None,None,None,None,None,None,None
2872,None,None,None,None,None,None,None,None
2873,None,None,None,None,None,None,None,None
2874,None,None,None,None,None,None,None,None
2875,None,None,None,None,None,None,None,None
2876,None,None,None,None,None,None,None,None
2877,None,None,None,None,None,None,None,None
2878,None,None,None,None,None,None,None,None
2879,None,None,None,None,None,None,None,None
2880,None,None,None,None,None,None,None,None
2881,None,None,None,None,None,None,None,None
2882,None,None,None,None,None,None,None,None
2883,None,None,None,None,None,None,None,None
2884,None,None,None,None,None,None,None,None
2885,None,None,None,None,None,None,None,None
2886,None,None,None,None,None,None,None,None
2887,None,None,None,None,None,None,None,None
2888,None,None,None,None,None,None,None,None
2889,None,None,None,None,None,None,None,None
2890,None,None,None,None,None,None,None,None
2891,None,None,None,None,None,None,None,None
2892,None,None,None,None,None,None,None,None
2893,None,None,None,None,None,None,None,None
2894,None,None,None,None,None,None,None,None
2895,None,None,None,None,None,None,None,None
2896,None,None,None,None,None,None,None,None
2897,None,None,None,None,None,None,None,None
2898,None,None,None,None,None,None,None,None
2899,None,None,None,None,None,None,None,None
2900,None,None,None,None,None,None,None,None
2901,None,None,None,None,None,None,None,None
2902,None,None,None,None,None,None,None,None
2903,None,None,None,None,None,None,None,None
2904,None,None,None,None,None,None,None,None
2905,None,None,None,None,None,None,None,None
2906,None,None,None,None,None,None,None,None
2907,None,None,None,None,None,None,None,None
2908,None,None,None,None,None,None,None,None
2909,None,None,None,None,None,None,None,None
2910,None,None,None,None,None,None,None,None
2911,None,None,None,None,None,None,None,None
2912,None,None,None,None,None,None,None,None
2913,None,None,None,None,None,None,None,None
2914,None,None,None,None,None,None,None,None
2915,None,None,None,None,None,None,None,None
2916,None,None,None,None,None,None,None,None
2917,None,None,None,None,None,None,None,None
2918,None,None,None,None,None,None,None,None
2919,None,None,None,None,None,None,None,None
2920,None,None,None,None,None,None,None,None
2921,CC1(C)CC(CC(C)(C)N1)=NO,InChIKey=FFUVOHCLAIYVTL-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines,,Piperidines,Aliphatic heteromonocyclic compounds
2922,None,None,None,None,None,None,None,None
2923,None,None,None,None,None,None,None,None
2924,None,None,None,None,None,None,None,None
2925,None,None,None,None,None,None,None,None
2926,[H][C@](N)(CO)[C@@]([H])(O)[C@]([H])(O)CCCCCCCCCCCC,InChIKey=OCHZTELGZBWSJD-ARFHVFGLSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,"1,3-aminoalcohols",Aliphatic acyclic compounds
2927,None,None,None,None,None,None,None,None
2928,None,None,None,None,None,None,None,None
2929,None,None,None,None,None,None,None,None
2930,None,None,None,None,None,None,None,None
2931,None,None,None,None,None,None,None,None
2932,None,None,None,None,None,None,None,None
2933,None,None,None,None,None,None,None,None
2934,None,None,None,None,None,None,None,None
2935,None,None,None,None,None,None,None,None
2936,None,None,None,None,None,None,None,None
2937,None,None,None,None,None,None,None,None
2938,None,None,None,None,None,None,None,None
2939,None,None,None,None,None,None,None,None
2940,None,None,None,None,None,None,None,None
2941,None,None,None,None,None,None,None,None
2942,None,None,None,None,None,None,None,None
2943,None,None,None,None,None,None,None,None
2944,None,None,None,None,None,None,None,None
2945,None,None,None,None,None,None,None,None
2946,None,None,None,None,None,None,None,None
2947,None,None,None,None,None,None,None,None
2948,None,None,None,None,None,None,None,None
